,Text,Intent,v_0,v_1,v_2,v_3,v_4,v_5,v_6,v_7,v_8,v_9,v_10,v_11,v_12,v_13,v_14,v_15,v_16,v_17,v_18,v_19,v_20,v_21,v_22,v_23,v_24,v_25,v_26,v_27,v_28,v_29,v_30,v_31,v_32,v_33,v_34,v_35,v_36,v_37,v_38,v_39,v_40,v_41,v_42,v_43,v_44,v_45,v_46,v_47,v_48,v_49,v_50,v_51,v_52,v_53,v_54,v_55,v_56,v_57,v_58,v_59,v_60,v_61,v_62,v_63,v_64,v_65,v_66,v_67,v_68,v_69,v_70,v_71,v_72,v_73,v_74,v_75,v_76,v_77,v_78,v_79,v_80,v_81,v_82,v_83,v_84,v_85,v_86,v_87,v_88,v_89,v_90,v_91,v_92,v_93,v_94,v_95,v_96,v_97,v_98,v_99
0,"['qual', 'è', 'la', 'temperatura', 'nel', 'custom_area']",HassClimateGetTemperature,0.31383848190307617,-0.17341125011444092,-0.2388831377029419,-0.11067403107881546,-0.06042372062802315,-0.09595806151628494,-0.16834168136119843,0.11895205825567245,-0.014657248742878437,0.1314961165189743,0.014864635653793812,-0.0682910829782486,-0.11907270550727844,0.10735868662595749,-0.032402876764535904,0.19429117441177368,0.13410381972789764,-0.18884168565273285,0.090857595205307,-0.05202131345868111,0.013656418770551682,0.05799565091729164,-0.10947374254465103,-0.026757793501019478,-0.11479679495096207,-0.08184277266263962,0.0854949951171875,0.01121840626001358,0.13005311787128448,0.14574593305587769,0.07279203087091446,0.04206197336316109,-0.11106216162443161,0.07762683182954788,0.04562022164463997,0.05789676681160927,0.12663255631923676,0.2625764310359955,-0.16785193979740143,0.02765696309506893,0.007419111672788858,0.036695968359708786,0.14013297855854034,0.10491812229156494,0.06220357492566109,0.11714201420545578,0.08086428046226501,0.09361779689788818,-0.025117019191384315,0.11105602234601974,0.09633050113916397,-0.01345083862543106,-0.09482710808515549,-0.000883723609149456,-0.06822513788938522,-0.06133401766419411,0.010614186525344849,0.013933668844401836,-0.083744578063488,-0.05267775058746338,0.06830155104398727,0.016818078234791756,-0.025204330682754517,-0.004868213552981615,-0.08427486568689346,-0.07062020152807236,0.10728517919778824,-0.058526065200567245,0.02388441376388073,-0.07478690892457962,-0.027178460732102394,-0.010894406586885452,0.02933589182794094,-0.05842028558254242,0.037289027124643326,0.01333651039749384,0.00028010178357362747,-0.02374248206615448,-0.09719106554985046,0.14235149323940277,0.04214150831103325,0.0015332959592342377,0.012990240938961506,-0.034334879368543625,-0.08044154942035675,-0.03032577782869339,0.010097920894622803,-0.055592428892850876,-0.06725706905126572,0.0018327237339690328,0.04616761580109596,-0.02369501441717148,-0.008125461637973785,-0.06799878925085068,0.09636829048395157,0.0640183538198471,-0.08391425013542175,0.07105054706335068,-0.0830993726849556,0.061445415019989014
1,"['quanto', 'c', ""'"", 'è', 'caldo', 'nello', 'custom_area']",HassClimateGetTemperature,0.16702988743782043,-0.19239172339439392,-0.18622370064258575,-0.07086249440908432,-0.14370834827423096,-0.026567909866571426,-0.17245696485042572,0.12750105559825897,-0.07037890702486038,0.0067715272307395935,0.046297311782836914,-0.1376839578151703,-0.09912413358688354,0.15689323842525482,-0.0360913909971714,0.1294317990541458,0.09283082187175751,-0.15726397931575775,0.12272097915410995,-0.08993078768253326,0.015027911402285099,0.0662563219666481,-0.07353349030017853,-0.04383499175310135,-0.10719820111989975,-0.0766410231590271,0.09521511942148209,0.008075259625911713,0.07068494707345963,0.03278755769133568,0.03180013224482536,0.06869929283857346,-0.069162517786026,0.06796058267354965,0.07148503512144089,-0.01799599640071392,0.10455488413572311,0.09358756244182587,-0.1488383561372757,-0.04181474447250366,0.041728030890226364,0.015457121655344963,0.09882151335477829,0.04026675224304199,0.04285239428281784,0.06489818543195724,0.03817760944366455,0.0807897076010704,0.0002978765987791121,0.06699685007333755,0.06227213889360428,-0.028450341895222664,-0.04887034371495247,-0.0036567861679941416,-0.06435474008321762,-0.0024681687355041504,0.024284925311803818,0.018987713381648064,-0.09322041273117065,-0.007520964834839106,0.05105964094400406,-0.009995435364544392,-0.03616839274764061,-0.0062591214664280415,-0.007394717074930668,-0.09092990309000015,0.08072473108768463,-0.004758670460432768,0.020525915548205376,-0.04912629351019859,-0.08324271440505981,-0.027292106300592422,0.0246602650731802,-0.03421734273433685,0.07175386697053909,-0.04849386587738991,-0.020135929808020592,0.03788130357861519,-0.013430950231850147,0.08887755125761032,0.06939278542995453,-0.025181787088513374,-0.0052534183487296104,-0.026570329442620277,-0.017796238884329796,-0.04150121286511421,-0.0013871128903701901,-0.06016376242041588,-0.05379730835556984,0.00014311634004116058,0.09878946840763092,-0.021425792947411537,-0.01345246285200119,-0.048016007989645004,0.06190332770347595,0.05734267458319664,-0.036102138459682465,0.02306295931339264,-0.056601013988256454,0.02826814539730549
2,"['quanti', 'gradi', 'celsius', 'ci', 'sono', 'nel', 'custom_area']",HassClimateGetTemperature,0.1973898708820343,-0.1610250622034073,-0.08332718163728714,-0.0036034637596458197,-0.05072488263249397,-0.05655618757009506,0.1354062259197235,0.018652992323040962,-0.10431506484746933,-0.07775209844112396,0.008622249588370323,-0.11169623583555222,-0.0764961689710617,0.12218998372554779,-0.01131830271333456,0.10344447940587997,0.0178617425262928,-0.10814962536096573,0.10288512706756592,-0.08825024217367172,-0.02318042889237404,0.04967430233955383,-0.02981235459446907,-0.06819889694452286,0.017503174021840096,-0.0890900269150734,0.040334105491638184,-0.008551405742764473,0.05724725127220154,0.12274794280529022,-0.007377747446298599,0.0359412357211113,-0.02719263546168804,0.0359526053071022,0.02070494182407856,-0.01753362827003002,0.1285785734653473,0.233608216047287,-0.19770576059818268,-0.12000041455030441,-0.03388351947069168,-0.03362201526761055,0.007114379666745663,0.00795295275747776,0.003513636067509651,0.03184634447097778,0.022280892357230186,0.03641019016504288,-0.014098815619945526,0.011441768147051334,-0.004078845027834177,0.04254288226366043,-0.06282590329647064,0.060817819088697433,-0.049777742475271225,-0.01271891687065363,0.06090233102440834,-0.07787157595157623,-0.027421411126852036,0.000487242970848456,-0.006311867851763964,-0.003983254078775644,-0.005164445377886295,0.06676650047302246,-0.09073647111654282,-0.0031298415269702673,0.045643627643585205,-0.017290880903601646,0.013835607096552849,-0.03864442929625511,-0.02438218705356121,-0.06855128705501556,0.019392626360058784,0.0038776996079832315,0.04553699120879173,0.02209099754691124,0.01895766332745552,0.07951124012470245,0.01959017477929592,0.012657291255891323,0.05091991275548935,0.031608760356903076,0.0062163216061890125,-0.08686674386262894,0.021558012813329697,0.02939172461628914,0.018800243735313416,-0.030874205753207207,-0.06440532952547073,-0.05025594308972359,0.09451232850551605,-0.003727396484464407,0.04691451042890549,-0.04101981967687607,0.0285240076482296,0.044663988053798676,-0.030700568109750748,-0.034378618001937866,-0.026213543489575386,0.013112261891365051
3,"['puoi', 'dirmi', 'quanto', 'fa', 'freddo', 'nel', 'custom_area']",HassClimateGetTemperature,0.23986172676086426,-0.11344131082296371,-0.14351621270179749,-0.016369441524147987,-0.11507350206375122,0.017888670787215233,-0.02708766795694828,0.08770520240068436,-0.07303834706544876,-0.0729345828294754,0.03808766230940819,-0.12456729263067245,-0.05253990739583969,0.06765959411859512,0.015091074630618095,0.11218355596065521,0.04405933618545532,-0.10733642429113388,0.16430345177650452,0.01930875889956951,-0.03783335164189339,0.11670402437448502,-0.08157818764448166,-0.0055176252499222755,-0.042405810207128525,-0.060842253267765045,0.07252650707960129,-0.017087731510400772,0.06276567280292511,0.10863097012042999,0.029338005930185318,0.044869642704725266,-0.08767790347337723,0.030177190899848938,0.020017089322209358,0.007187121547758579,0.1106262132525444,0.2128920555114746,-0.2374640256166458,-0.08447743952274323,-0.01033876184374094,-0.03189447522163391,0.038901377469301224,0.053266290575265884,0.021036392077803612,0.01177535206079483,-0.015872487798333168,0.040644001215696335,-0.07378589361906052,0.03876649588346481,0.03972507268190384,0.04016764834523201,-0.03707868978381157,0.060352426022291183,-0.08071299642324448,-0.026861852034926414,0.0017320926999673247,-0.0003405348979867995,0.0004502250230871141,-0.03996624797582626,0.054671891033649445,-0.035029567778110504,-0.020603597164154053,0.048617709428071976,-0.04333476349711418,-0.004800108261406422,0.0697387158870697,-0.03133922442793846,-0.03052688203752041,-0.07213220745325089,-0.02737799845635891,-0.002628525486215949,0.03286457434296608,-0.013844497501850128,0.07018126547336578,-0.055017922073602676,-0.0152785275131464,0.04533117264509201,-0.009724955074489117,0.018602410331368446,0.03425901383161545,0.022392673417925835,0.007387061137706041,0.00590007659047842,0.07430284470319748,-0.013911455869674683,-0.02159813605248928,-0.06385331600904465,-0.028548464179039,0.014445648528635502,0.058487411588430405,0.026990722864866257,-0.0028147001285105944,-0.009125819429755211,0.09365200251340866,0.04412003234028816,-0.0006074383854866028,0.01872144639492035,-0.04746422544121742,0.010231748223304749
4,"['puoi', 'dirmi', 'com', ""'"", 'è', 'la', 'temperatura', 'nella', 'custom_area']",HassClimateGetTemperature,0.19714829325675964,-0.16555751860141754,-0.17486055195331573,-0.02955748327076435,-0.09817638248205185,-0.04896439611911774,-0.10297925025224686,0.08895982801914215,-0.02182474359869957,0.0712205022573471,0.015930242836475372,-0.05507659912109375,-0.11871205270290375,0.07131201773881912,0.012756471522152424,0.1909852772951126,0.059500738978385925,-0.13834112882614136,0.0761256068944931,-0.05895082280039787,0.03346596658229828,0.06032124534249306,-0.09659133106470108,-0.010938587598502636,-0.08306661248207092,-0.054168932139873505,0.041285160928964615,-0.019973235204815865,0.09668930619955063,0.10310788452625275,0.028884772211313248,0.034541938453912735,-0.07503128051757812,0.019763639196753502,-0.004807852674275637,0.021921854466199875,0.08524910360574722,0.2287316620349884,-0.14553366601467133,-0.0153550636023283,-0.0011317514581605792,0.042887456715106964,0.0821981132030487,0.06006067991256714,0.0001510408619651571,0.0469658188521862,0.03204740211367607,0.06560876965522766,-0.033071666955947876,0.07129690796136856,0.0578867606818676,-0.007805714849382639,-0.06713193655014038,-0.021243052557110786,-0.05928637087345123,-0.028858942911028862,0.028936104848980904,0.003217090852558613,-0.03602766990661621,0.02699250541627407,0.03695656731724739,0.0042341300286352634,0.01500442624092102,-0.0028218100778758526,-0.09943614900112152,-0.04227101430296898,0.05432534217834473,-0.01181743387132883,0.009761929512023926,-0.049127910286188126,-0.024373771622776985,0.00687168026342988,0.03904735669493675,-0.03190237656235695,0.04539071023464203,-0.0012769524473696947,-0.017138605937361717,0.00037415779661387205,-0.060639798641204834,0.09268233180046082,0.04615338146686554,0.008667045272886753,0.009108895435929298,-7.5067080615554e-05,-0.04876899719238281,-0.02962391823530197,-0.03321908041834831,-0.05680587515234947,-0.0544801726937294,0.0011818327475339174,0.026660094037652016,-0.0040490832179784775,-0.016057901084423065,-0.04936961829662323,0.11741916090250015,0.052502524107694626,-0.05446309968829155,0.06285662949085236,-0.06278282403945923,0.015486197546124458
5,"['quanto', 'fa', 'freddo', 'nello', 'custom_area']",HassClimateGetTemperature,0.23369085788726807,-0.10580913722515106,-0.14091190695762634,-0.016449784860014915,-0.12625913321971893,-0.012101102620363235,-0.05187080055475235,0.09358946979045868,-0.07156264781951904,-0.04154440388083458,0.038810960948467255,-0.12434973567724228,-0.04872135818004608,0.10431752353906631,-0.013890260830521584,0.10003729164600372,0.09088638424873352,-0.11689494550228119,0.12753687798976898,0.00934414379298687,-0.04614944010972977,0.11004458367824554,-0.08607041835784912,-0.012844184413552284,-0.045359618961811066,-0.05807668715715408,0.07229755818843842,-0.0027812295593321323,0.05976399779319763,0.10651354491710663,0.013412557542324066,0.0012366287410259247,-0.06838946044445038,0.042415402829647064,0.03971640393137932,-0.012295426800847054,0.11332613229751587,0.1166098564863205,-0.17439550161361694,-0.06517020612955093,0.016936466097831726,-0.04782390594482422,0.068082794547081,0.08057759702205658,0.028641898185014725,0.04568611457943916,-0.022968893870711327,0.06247292086482048,-0.06850632280111313,0.04032153636217117,0.038459889590740204,0.03416521102190018,-0.0157474372535944,0.045876793563365936,-0.08922795206308365,-0.04210935905575752,0.016301076859235764,-0.019765745848417282,-0.020252307876944542,0.0013351257657632232,0.08154180645942688,-0.017137892544269562,-0.02846130169928074,0.024441827088594437,0.007145145442336798,-0.021677741780877113,0.07884962111711502,-0.05345407873392105,-0.01491939090192318,-0.045550715178251266,-0.049424801021814346,-0.03631889447569847,0.025956247001886368,-0.0007797229336574674,0.08256407082080841,-0.059819258749485016,-0.008794376626610756,0.04666146636009216,-0.00936849508434534,0.03432416170835495,0.056107401847839355,0.008429567329585552,0.02626119926571846,-0.007879002019762993,0.10667482763528824,0.03563375025987625,0.01043567806482315,-0.07216987013816833,-0.02586190402507782,-0.01210850104689598,0.06407545506954193,0.025760367512702942,0.017170671373605728,-0.02602403238415718,0.03798753023147583,0.061758317053318024,-0.024526242166757584,-0.02216791920363903,-0.057052839547395706,0.06388164311647415
6,"['dimmi', 'i', 'gradi', 'celsius', 'del', 'custom_area']",HassClimateGetTemperature,0.17027084529399872,-0.23147542774677277,-0.07772818952798843,-0.028419658541679382,0.0009700714726932347,-0.0902283787727356,0.16468346118927002,-0.029042422771453857,-0.1571878343820572,-0.0336594432592392,-0.007694527041167021,-0.14234159886837006,0.002605801448225975,0.06721682101488113,-0.1542292684316635,0.08610238879919052,0.1378643661737442,-0.13541145622730255,0.09892786294221878,-0.014536973088979721,0.002928076544776559,0.014902866445481777,-0.1647268384695053,-0.06337275356054306,-0.057115137577056885,-0.1117609441280365,0.037316713482141495,0.019861288368701935,0.09147148579359055,0.09520409256219864,-0.01664266549050808,0.009125437587499619,-0.057049188762903214,0.023919181898236275,-0.01024667639285326,0.05709274113178253,0.08518406748771667,0.22616541385650635,-0.16752313077449799,-0.08710628002882004,-0.13346551358699799,-0.06958591938018799,0.038731541484594345,0.039051372557878494,0.045928046107292175,0.11034604161977768,0.04110794514417648,0.054755743592977524,-0.07505927979946136,0.013930964283645153,0.03532058373093605,0.0537259541451931,-0.021043948829174042,0.05484272912144661,-0.020311184227466583,-0.001124753151088953,-0.01974708028137684,0.004883809946477413,-0.03508143499493599,-0.04837528243660927,0.03420377895236015,-0.019875211641192436,-0.02567962370812893,0.046325504779815674,-0.0735519751906395,-0.03096611239016056,-0.0009939743904396892,0.027466150000691414,0.015579228289425373,-0.036666665226221085,-0.004159722477197647,-0.05140145495533943,0.0028212417382746935,-0.038971565663814545,-0.015921881422400475,0.06650514155626297,0.025587359443306923,0.04949302598834038,-0.04654170200228691,-0.013584663160145283,0.03689633682370186,-0.010993734933435917,0.014617946930229664,-0.07117699831724167,-0.05862366035580635,0.04645879939198494,0.0035891246516257524,-0.056399788707494736,-0.03986802697181702,-0.04528571665287018,0.03232087939977646,0.04236326739192009,0.010576733388006687,-0.07321896404027939,0.07238490134477615,0.08220607042312622,0.0017848411807790399,0.00692526251077652,0.005026719067245722,-0.023295843973755836
7,"['puoi', 'dirmi', 'quanto', 'fa', 'freddo', 'in', 'custom_area']",HassClimateGetTemperature,0.2455684393644333,-0.19095362722873688,-0.1629849523305893,-0.024482283741235733,-0.11877799034118652,-0.008761558681726456,-0.02958536148071289,0.09354521334171295,-0.04198465496301651,-0.016931895166635513,0.04058605059981346,-0.14933697879314423,-0.07909297198057175,0.059713155031204224,0.005983275827020407,0.16345436871051788,0.09744513779878616,-0.13694454729557037,0.1689036339521408,0.014668024145066738,-0.019129084423184395,0.1334654986858368,-0.0917242169380188,0.00966296810656786,-0.07905225455760956,-0.08375529199838638,0.08260715752840042,-0.01756427064538002,0.07736460119485855,0.08026053011417389,0.06008702889084816,0.04784763604402542,-0.07513653486967087,0.043721821159124374,0.028889063745737076,0.013750706799328327,0.03658898547291756,0.19356274604797363,-0.20916993916034698,-0.04972749575972557,0.002507830038666725,-0.013295584358274937,0.04603726416826248,0.0785536989569664,-0.021984517574310303,0.08550327271223068,-0.021669864654541016,0.03051428310573101,-0.09532477706670761,0.05467662960290909,0.0684284195303917,0.02543923817574978,-0.0814535841345787,0.035351235419511795,-0.10026711970567703,-0.04519697651267052,0.013369386084377766,-0.0003035629924852401,-0.018264351412653923,0.018215680494904518,0.06866155564785004,-0.010862627066671848,0.005021304357796907,0.015083677135407925,0.006609503645449877,0.005508329253643751,0.09082765877246857,-0.04665517434477806,-0.017862195149064064,-0.07242628186941147,-0.041404206305742264,-0.012797705829143524,-0.0008280434412881732,-0.02179816924035549,0.10347499698400497,-0.07221080362796783,-0.011079727672040462,0.05772211775183678,-0.03369686380028725,-0.0006684671388939023,0.05051969736814499,0.03844287991523743,0.0302337147295475,-0.02070581540465355,0.08435723930597305,-0.011188343167304993,-0.05140125751495361,-0.07514172047376633,-0.003445469308644533,-0.014297911897301674,0.06502363085746765,0.009474284946918488,0.062024496495723724,-0.07734648138284683,0.10918166488409042,0.04221019521355629,-0.009626609273254871,-0.0017334946896880865,-0.0596785806119442,0.06102314591407776
8,"['i', 'gradi', 'centigradi', 'nello', 'custom_area']",HassClimateGetTemperature,0.18063586950302124,-0.23452059924602509,-0.07530264556407928,0.0019237531814724207,0.0030161645263433456,-0.12027944624423981,0.2277601957321167,-0.0592694953083992,-0.10076954215765,-0.018376972526311874,-0.048121560364961624,-0.114855095744133,-0.005411373917013407,0.07335175573825836,-0.1412132978439331,0.026680365204811096,0.14497074484825134,-0.13048036396503448,0.10023798048496246,-0.06787233799695969,-0.003106071148067713,0.01619742438197136,-0.20244069397449493,-0.056245721876621246,-0.04066040739417076,-0.09392506629228592,0.0334801971912384,-0.00522681325674057,0.10035703331232071,0.07638216763734818,-0.011052359826862812,-0.0057813250459730625,-0.055975593626499176,0.028221717104315758,-0.026923665776848793,0.04613395780324936,0.08126996457576752,0.1542709320783615,-0.14835946261882782,-0.0976138710975647,-0.13373833894729614,-0.10068366676568985,0.01551999431103468,0.07938675582408905,0.01562589220702648,0.13911691308021545,0.04062902554869652,0.0474587082862854,-0.09267552196979523,-0.006257706321775913,0.027454277500510216,0.04379868879914284,-0.01842425763607025,0.0163724422454834,-0.05106670409440994,-0.020469941198825836,-0.022442739456892014,0.07888494431972504,-0.03839447721838951,-0.010060148313641548,0.06774444878101349,-0.04581524804234505,-0.02340274676680565,0.012060391716659069,-0.10183242708444595,-0.02793244458734989,-0.014033717103302479,-0.009138952940702438,0.02368304505944252,-0.035764340311288834,-0.01025492511689663,-0.07657243311405182,0.010021321475505829,-0.009651454165577888,0.01652621291577816,0.06739835441112518,0.05071411281824112,0.07589147984981537,-0.019606169313192368,-0.026608482003211975,0.04534380882978439,-0.012069523334503174,-0.01264921110123396,-0.10298316180706024,-0.02996065653860569,0.05392240360379219,0.03361886367201805,-0.03824853524565697,-0.04389447718858719,-0.06076528877019882,0.034886132925748825,0.010662233456969261,0.027075355872511864,-0.05621921271085739,0.03328005224466324,0.07848824560642242,-0.03497310355305672,-0.004631272051483393,-0.0015357055235654116,0.027229303494095802
9,"['dimmi', 'quanti', 'gradi', 'ci', 'sono', 'nello', 'custom_area']",HassClimateGetTemperature,0.16883938014507294,-0.1471344381570816,-0.0671067014336586,0.03306402638554573,-0.10165347158908844,-0.02480136975646019,0.1262253224849701,-0.018471824005246162,-0.10329610109329224,-0.08914586156606674,0.0010328859789296985,-0.11979378759860992,-0.08443168550729752,0.08773317188024521,-0.02310018241405487,0.1345760077238083,-0.02277093008160591,-0.1320057511329651,0.08755020797252655,-0.12323658913373947,-0.00838517490774393,0.04333498701453209,-0.021835830062627792,-0.04863802343606949,0.01672479696571827,-0.1051209345459938,0.03658094257116318,-0.01958579383790493,0.05823038890957832,0.11115247011184692,-0.028835972771048546,0.025871166959404945,-0.013927368447184563,0.023962674662470818,-0.007877523079514503,-0.016188716515898705,0.09881844371557236,0.22302378714084625,-0.20179268717765808,-0.090187206864357,-0.03209657967090607,-0.04444408416748047,0.01411817129701376,-0.03507385030388832,-0.017937852069735527,0.0462278388440609,0.013377583585679531,0.03963989019393921,-0.0008355663740076125,0.008179796859622002,-0.01449265144765377,0.046436578035354614,-0.05117486044764519,0.04055388644337654,-0.024478448554873466,-0.02652362920343876,0.05505147948861122,-0.10186737775802612,-0.03731021285057068,0.020656036213040352,0.011703180149197578,-0.0033276581671088934,0.009354867972433567,0.05219659209251404,-0.07539635896682739,-0.018636958673596382,0.047039177268743515,0.0012036226689815521,0.018032731488347054,-0.03928389027714729,-0.02315320260822773,-0.06941495835781097,0.03266923502087593,0.008126704953610897,0.06097001954913139,0.01718517579138279,-0.00040150940185412765,0.05314379557967186,0.01496850699186325,0.0018877328839153051,0.07770954817533493,0.04463544115424156,-0.014834054745733738,-0.10094310343265533,0.0008995846728794277,0.015835030004382133,0.012189696542918682,-0.018161052837967873,-0.05862095579504967,-0.04667568951845169,0.08259771764278412,0.028383027762174606,0.05023597553372383,-0.04143707826733589,0.04726181551814079,0.04203339293599129,-0.0384235605597496,-0.041894860565662384,0.007637201342731714,0.008117412216961384
