,Text,Response,v_0,v_1,v_2,v_3,v_4,v_5,v_6,v_7,v_8,v_9,v_10,v_11,v_12,v_13,v_14,v_15,v_16,v_17,v_18,v_19,v_20,v_21,v_22,v_23,v_24,v_25,v_26,v_27,v_28,v_29,v_30,v_31,v_32,v_33,v_34,v_35,v_36,v_37,v_38,v_39,v_40,v_41,v_42,v_43,v_44,v_45,v_46,v_47,v_48,v_49,v_50,v_51,v_52,v_53,v_54,v_55,v_56,v_57,v_58,v_59,v_60,v_61,v_62,v_63,v_64,v_65,v_66,v_67,v_68,v_69,v_70,v_71,v_72,v_73,v_74,v_75,v_76,v_77,v_78,v_79,v_80,v_81,v_82,v_83,v_84,v_85,v_86,v_87,v_88,v_89,v_90,v_91,v_92,v_93,v_94,v_95,v_96,v_97,v_98,v_99
0,"['puoi', 'dirmi', 'tutte', 'porte', 'aperte', 'custom_area']",all,0.13212187588214874,-0.06924336403608322,-0.01262772548943758,0.028540603816509247,0.007361583411693573,0.06950637698173523,0.10253310948610306,0.027046089991927147,-0.04514114931225777,-0.04642097279429436,-0.011570441536605358,-0.021888233721256256,-0.016731983050704002,0.019314343109726906,0.0724288746714592,0.11042111366987228,-0.02010146528482437,-0.020618148148059845,0.05369499698281288,0.007302985992282629,0.06495553255081177,0.07380372285842896,0.008902079425752163,0.01046124380081892,0.06574031710624695,-0.07634807378053665,0.051836609840393066,-0.03644673153758049,-0.006919106934219599,0.03490541875362396,0.01827196031808853,0.08446180075407028,-0.038819849491119385,0.02453032322227955,0.02640116773545742,0.010725724510848522,0.12948553264141083,0.22316674888134003,-0.20703007280826569,-0.10483159869909286,-0.0024418102111667395,-0.040470387786626816,0.008607675321400166,-0.0048660277388989925,-0.03959139809012413,-0.10588785260915756,-0.007058771792799234,0.015332967042922974,-0.011231011711061,-0.0020666413474828005,0.011803199537098408,0.007027635350823402,-0.04276978597044945,0.03708300739526749,-0.016878897324204445,0.008111721836030483,0.03732440248131752,0.008124667219817638,0.008440827950835228,0.01722426898777485,-0.01924610137939453,-0.07273700088262558,0.03070881962776184,0.03419753909111023,-0.08627744764089584,0.03831750527024269,-0.004188941325992346,0.004027309361845255,-0.01659882254898548,-0.029161566868424416,-0.014550949446856976,0.03876681253314018,0.013281469233334064,-0.016826143488287926,-0.0005437420331873,-0.018459772691130638,-0.015079540200531483,0.034529197961091995,0.01585441082715988,0.006156432908028364,0.02528114803135395,-0.028194740414619446,-0.029426366090774536,-0.011443096213042736,-0.021703869104385376,-0.05593345686793327,-0.053227659314870834,-0.020800739526748657,-0.03149625286459923,0.0016542562516406178,0.03135577589273453,-0.0031618622597306967,0.006363241467624903,0.04029829800128937,0.11275450140237808,0.015969131141901016,-0.007785718888044357,0.032833293080329895,0.024691008031368256,-0.031205004081130028
1,"['puoi', 'dirmi', 'tutte', 'finestre', 'aperte', 'custom_area']",all,0.1246723011136055,-0.08100580424070358,-0.017187943682074547,0.04086495190858841,-0.0038893299642950296,0.06626317650079727,0.08482732623815536,0.017300978302955627,-0.058996230363845825,-0.0410526879131794,-0.025945991277694702,-0.024914413690567017,-0.013736533932387829,0.00537506677210331,0.0775032564997673,0.10394922643899918,-0.024661652743816376,-0.018484026193618774,0.05319686606526375,0.0024714760947972536,0.05788120627403259,0.07312149554491043,0.007043199613690376,0.001261474215425551,0.0418049655854702,-0.07080091536045074,0.05200695991516113,-0.02730027586221695,-0.0060842945240437984,0.027725165709853172,0.019237464293837547,0.0632525384426117,-0.03462164103984833,0.021444551646709442,0.01893158070743084,0.007051138672977686,0.11985654383897781,0.21175484359264374,-0.1907985955476761,-0.0923139676451683,-0.0022312572691589594,-0.04051109775900841,0.0011937875533476472,0.002783525735139847,-0.029181815683841705,-0.09722010046243668,-0.020788531750440598,0.013270569033920765,-0.009805861860513687,0.004281535279005766,0.016139192506670952,0.008768114261329174,-0.029359782114624977,0.022580793127417564,-0.019693782553076744,0.006634821649640799,0.03714841976761818,0.00876367837190628,0.014321784488856792,0.00721496157348156,-0.019779356196522713,-0.07840492576360703,0.028942624107003212,0.04150732234120369,-0.0756027027964592,0.035736359655857086,-0.0003012727538589388,0.0023363258223980665,-0.02545698918402195,-0.026214713230729103,-0.008147493936121464,0.025687294080853462,0.02258513867855072,-0.014881965704262257,0.0005643604672513902,-0.027388734742999077,-0.021948834881186485,0.02813446708023548,0.007409292738884687,0.014489811845123768,0.018714742735028267,-0.026401573792099953,-0.0387006551027298,-0.007497288286685944,-0.00504137622192502,-0.0500209741294384,-0.051625654101371765,-0.01952490210533142,-0.02121228165924549,0.012416266836225986,0.023307060822844505,0.0033053753431886435,0.008161974139511585,0.030941305682063103,0.10707538574934006,0.0051718819886446,0.006209805142134428,0.02956351637840271,0.024858474731445312,-0.0322924368083477
2,"['ventilatori', 'custom_area', 'spenti']",all,0.05796245113015175,-0.04087786003947258,0.02067161165177822,0.03592940792441368,0.034510400146245956,0.020710350945591927,0.08666872978210449,0.037052709609270096,-0.048899803310632706,-0.042845603078603745,-0.039507120847702026,-0.03221217915415764,0.04643036797642708,0.08091091364622116,-0.04241356626152992,0.01847882568836212,0.060858067125082016,-0.028546437621116638,-0.014157413505017757,-0.03569651395082474,-0.0005436961655505002,0.03977246955037117,-0.03634900972247124,3.904228287865408e-05,0.00881954189389944,-0.005368303507566452,-0.0645831972360611,-0.04843403771519661,0.05868852511048317,-0.0030558293219655752,-0.06858814507722855,0.033357176929712296,-0.03630571812391281,-0.03941758722066879,0.03738120570778847,-0.03139081969857216,0.10318418592214584,0.12691612541675568,-0.06083173677325249,-0.0993170514702797,-0.0448535792529583,-0.039165858179330826,-0.02285863645374775,0.01864670030772686,0.008591116406023502,-0.04795253276824951,-0.028335371986031532,0.056184157729148865,-0.009409796446561813,0.020725496113300323,0.02765611745417118,-0.0020744726061820984,0.010172680951654911,-0.00269336998462677,-0.007017322350293398,0.022349126636981964,0.04159187898039818,-0.02756430394947529,-0.02302791178226471,0.035717468708753586,-0.02131280116736889,-0.04366162791848183,0.008476716466248035,0.03642672300338745,-0.07798922806978226,0.0011915831128135324,-0.017138540744781494,0.025643935427069664,0.03737584501504898,-0.0012611182173714042,-0.02561516873538494,0.020528459921479225,-0.026318857446312904,0.008521602489054203,-0.04647320508956909,-0.0067920442670583725,-0.03855013847351074,0.03948250412940979,0.02217770926654339,0.028194544836878777,0.02380709908902645,-0.03824670985341072,-0.0017601941945031285,-0.034488145262002945,0.01869083382189274,-0.005902545060962439,0.03919566795229912,-0.02257557027041912,0.01669667847454548,0.0226913895457983,0.044635940343141556,0.01733105070888996,0.012445286847651005,-0.0008886568248271942,0.020844729617238045,-0.02861708588898182,0.04182768240571022,-0.018783411011099815,0.040125977247953415,-0.010561305098235607
3,"['condizionatori', 'accesi']",all,0.06778210401535034,-0.062151096761226654,0.061842337250709534,0.04324910044670105,0.019065871834754944,0.01687842607498169,0.11542119085788727,0.004064313136041164,-0.014363599941134453,-0.030895788222551346,-0.017243055626749992,-0.0637286975979805,0.026009120047092438,0.0734727531671524,-0.038760848343372345,-0.006770845968276262,0.020293068140745163,-0.0052770767360925674,-0.013111135922372341,0.002712331246584654,-0.007757875137031078,0.07053467631340027,-0.050348639488220215,-0.006768142804503441,-0.0029405730310827494,-0.02255208231508732,-0.07529683411121368,-0.052204430103302,0.04445218667387962,0.014512855559587479,-0.08501195907592773,0.0065015582367777824,-0.04675260931253433,-0.06561686843633652,0.06401357799768448,0.012029964476823807,0.08503924310207367,0.1238112524151802,-0.07862482219934464,-0.08166049420833588,-0.019481785595417023,-0.07323208451271057,-0.016563711687922478,0.017335176467895508,-0.004650052636861801,-0.029154939576983452,0.0027406420558691025,0.0463920459151268,-0.03758355602622032,0.02820073999464512,0.0504937544465065,0.00841742567718029,0.03580625355243683,0.015118478797376156,-0.02670810930430889,0.03231744095683098,0.05595897510647774,0.004634772893041372,-0.02994740568101406,0.04154786095023155,-0.02513209544122219,-0.03770912438631058,0.0115400031208992,0.012845747172832489,-0.07944443821907043,0.0034638135693967342,-0.0018050111830234528,0.0626746267080307,0.08714305609464645,-0.012085221707820892,-0.02891657128930092,-0.0006470084190368652,-0.06575985252857208,0.03262471407651901,-0.04811514914035797,-0.03375999629497528,-0.061891160905361176,0.05933326482772827,0.037905700504779816,0.006210234947502613,0.029704397544264793,-0.022187674418091774,0.0021515849512070417,-0.014509394764900208,0.03011874295771122,-0.023361463099718094,0.004759433213621378,-0.012958405539393425,0.05570163205265999,0.05473843961954117,0.07277374714612961,0.008568454533815384,0.026090972125530243,0.011135721579194069,-0.0038646371103823185,-0.014030048623681068,-6.191432476043701e-06,-0.003947506658732891,0.03318054974079132,-0.02339894324541092
4,"['dimmi', 'tutte', 'finestre', 'aperte']",all,0.11120258271694183,-0.08386705815792084,0.04633636772632599,0.02693089284002781,0.013297194615006447,0.032940998673439026,0.11011810600757599,0.0048114219680428505,-0.07727977633476257,-0.021416546776890755,-0.009407777339220047,-0.03367958962917328,-0.027704084292054176,-0.006703329272568226,0.04168885946273804,0.15098370611667633,-0.003756314516067505,-0.023321155458688736,0.013733932748436928,0.009177003055810928,0.039322905242443085,0.07367412000894547,0.050223663449287415,-0.01743062026798725,0.03389071673154831,-0.08418649435043335,0.07899847626686096,-0.01392996683716774,-0.006984574720263481,0.034255050122737885,-0.00440983334556222,0.06938682496547699,-0.013188915327191353,0.053015828132629395,0.05462167039513588,0.021026812493801117,0.1260702759027481,0.18414925038814545,-0.16813915967941284,-0.05059155821800232,0.016045089811086655,-0.06356769800186157,0.03466072678565979,0.013595147989690304,-0.03078898787498474,-0.05005037412047386,-0.03844084218144417,0.03415929526090622,0.040870554745197296,0.0033512795343995094,0.02626504935324192,0.007290657609701157,-0.03451542556285858,0.04569212347269058,-0.006326793227344751,0.007404139265418053,0.027538299560546875,-0.022939691320061684,-0.012829712592065334,-0.0004654955118894577,-0.027112632989883423,-0.05364343523979187,-0.0026062866672873497,0.014919508248567581,-0.044028978794813156,0.0006781804841011763,0.0009279046207666397,0.03722411394119263,-0.008229752071201801,-0.02563832513988018,-0.022058850154280663,0.01622905395925045,0.008287562057375908,-0.024932192638516426,-0.010063577443361282,-0.02851957455277443,-0.06741990149021149,0.016988977789878845,-0.008740339428186417,-0.00775342620909214,0.03105173632502556,-0.0115085169672966,-0.06008733808994293,-0.01502550020813942,-0.04459138214588165,-0.05557365342974663,-0.032028354704380035,-0.01588589698076248,-0.010865028947591782,0.0075629232451319695,0.03026333823800087,0.023588068783283234,0.0326126404106617,0.025844302028417587,0.10088751465082169,-0.010326111689209938,-0.0194675475358963,-0.0068746451288461685,0.054507020860910416,-0.041207581758499146
5,"['climatizzatori', 'accesi']",all,0.06662468612194061,-0.06872188299894333,0.053249292075634,0.034578341990709305,0.01778942346572876,0.016752544790506363,0.11116216331720352,0.001527903601527214,-0.017915111035108566,-0.02560868114233017,-0.02847317047417164,-0.06825359910726547,0.00867146160453558,0.08294340968132019,-0.030227169394493103,-0.025514818727970123,0.024733450263738632,0.003007535357028246,-0.020286256447434425,0.001122008659876883,-0.0017045547720044851,0.07834655046463013,-0.05208425596356392,-0.0019200704991817474,-0.006422819569706917,-0.03158283978700638,-0.06929875165224075,-0.05117971450090408,0.053333085030317307,0.0009590247645974159,-0.07755212485790253,0.007923559285700321,-0.05327587202191353,-0.06832945346832275,0.06537565588951111,0.0008836090564727783,0.09269608557224274,0.11801962554454803,-0.060807909816503525,-0.0923239067196846,-0.027247073128819466,-0.066631980240345,-0.020449796691536903,0.020563414320349693,-0.007407955825328827,-0.030161244794726372,0.0014637168496847153,0.04804856330156326,-0.035209935158491135,0.013894020579755306,0.06605326384305954,0.008714028634130955,0.036560166627168655,0.03479557856917381,-0.032669730484485626,0.034313034266233444,0.05555495619773865,0.004593492019921541,-0.024476001039147377,0.04792417585849762,-0.012251041829586029,-0.04353339225053787,0.012218737043440342,0.014233511872589588,-0.07225604355335236,-0.007584388367831707,-0.005676047410815954,0.05737711116671562,0.09565316885709763,-0.015606728382408619,-0.015617044642567635,-0.007226457819342613,-0.06797142326831818,0.038847312331199646,-0.03129987791180611,-0.024909432977437973,-0.05140863358974457,0.051596034318208694,0.03837376832962036,0.019368352368474007,0.0270455963909626,-0.016310393810272217,0.004746824968606234,-0.013365305960178375,0.03717712312936783,-0.009250516071915627,0.007013949565589428,-0.025737088173627853,0.04749361053109169,0.04765963554382324,0.06486011296510696,-0.0004553273320198059,0.02261064387857914,0.010129482485353947,0.004851799923926592,-0.009715810418128967,-0.008373732678592205,-0.009434137493371964,0.02826876752078533,-0.022205211222171783
6,"['puoi', 'dirmi', 'finestre', 'custom_area', 'chiuse']",any,0.09987814724445343,-0.05970386788249016,-0.024806179106235504,0.04400254413485527,-0.01564844511449337,0.05265801399946213,0.0633983388543129,0.0344126895070076,-0.039875857532024384,-0.05764254182577133,-0.029337119311094284,-0.041044771671295166,0.002283009933307767,0.003247401909902692,0.055184077471494675,0.10593058168888092,-0.025731712579727173,-0.005340842064470053,0.05555964633822441,-0.0023878104984760284,0.05217074602842331,0.07012120634317398,-0.01750362478196621,-0.016239270567893982,0.017090875655412674,-0.047174107283353806,0.005828270688652992,-0.037060126662254333,-8.146166510414332e-05,0.03032960370182991,-0.0017485901480540633,0.0729050487279892,-0.0407140888273716,0.0006803795695304871,0.010663777589797974,-0.014447921887040138,0.097622349858284,0.21578769385814667,-0.18056067824363708,-0.10471801459789276,-0.02533664181828499,-0.006895896978676319,-0.01579689420759678,-0.013573551550507545,-0.028177127242088318,-0.08816380053758621,-0.01253307145088911,0.015455573797225952,-0.009881439618766308,0.0041429949924349785,0.0021251305006444454,-0.001978415297344327,-0.025997240096330643,0.0002303086221218109,-0.021130934357643127,0.0004693085211329162,0.03968535736203194,-0.013474173843860626,0.011080525815486908,-0.0003607161343097687,-0.006469513289630413,-0.07126515358686447,0.025816356763243675,0.036702197045087814,-0.07274898886680603,0.028687115758657455,-0.00794009119272232,0.014483126811683178,-0.02057228609919548,-0.027068432420492172,-0.020013606175780296,0.049937039613723755,0.024564167484641075,-0.018263986334204674,-0.005869152490049601,-0.032532837241888046,0.0031240377575159073,0.012403346598148346,0.00807900819927454,0.008453921414911747,0.026324842125177383,-0.012835755944252014,-0.033441297709941864,-0.02752966620028019,0.009686008095741272,-0.06897476315498352,-0.053567640483379364,-0.024889767169952393,-0.030460160225629807,0.010325843468308449,0.032548218965530396,0.006720494478940964,-0.008972498588263988,0.0373232364654541,0.10266189277172089,0.015167221426963806,0.02293085865676403,0.026702214032411575,0.013002623803913593,-0.02872217819094658
7,"['dimmi', 'veneziane', 'custom_area', 'chiuse']",any,0.05089687556028366,-0.02238599956035614,0.03953004628419876,-0.001601092517375946,-0.0060289520770311356,0.004291645251214504,0.07272043824195862,0.027422914281487465,-0.0675688087940216,-0.024095861241221428,0.011705104261636734,-0.07421852648258209,-0.0051958151161670685,0.009668544866144657,0.009381433017551899,0.13723701238632202,0.016293950378894806,-0.033804893493652344,-0.014862343668937683,0.02240896411240101,0.024081308394670486,0.020154114812612534,0.011285296641290188,-0.008842134848237038,0.0015744958072900772,-0.03389717638492584,0.012432193383574486,0.008046184666454792,0.011485788971185684,0.01722303032875061,-0.032346393913030624,0.0655888095498085,-0.03481048718094826,0.018899548798799515,0.04926980286836624,-0.01472371444106102,0.0806814581155777,0.18100093305110931,-0.11246828734874725,-0.08218452334403992,-0.02879958227276802,-0.0057858917862176895,0.026425719261169434,-0.002036985009908676,-0.024924732744693756,-0.03012620285153389,-0.024838320910930634,0.01451010350137949,0.04416859149932861,0.0024408986791968346,-0.01906280405819416,-0.008644658140838146,-0.01590724289417267,0.01670796424150467,-0.010717429220676422,0.0020461194217205048,0.010366614907979965,-0.057124704122543335,-0.024623779579997063,0.003067570738494396,-0.018208036199212074,-0.05637050420045853,-0.0278155654668808,0.022083168849349022,-0.04053003713488579,-0.015709007158875465,-0.020847702398896217,0.048185329884290695,-0.009990165010094643,-0.017317581921815872,-0.03486071154475212,0.02498845010995865,0.018945861607789993,-0.02559448964893818,-0.011991388164460659,-0.030322343111038208,-0.02205304428935051,-0.024402081966400146,-0.011334708891808987,0.004489674232900143,0.05092862248420715,0.007228144444525242,-0.029994847252964973,-0.030599484220147133,-0.02242988534271717,-0.07720969617366791,-0.023055456578731537,-0.028369151055812836,-0.028716327622532845,0.011943574994802475,0.03385000675916672,0.03817867487668991,0.011958742514252663,0.025212228298187256,0.07743031531572342,-0.004034160636365414,0.030642246827483177,-0.03237437084317207,0.05446721613407135,-0.04085665941238403
8,"['dimmi', ""'"", 'ventola', 'custom_area', 'spenta']",any,0.020870450884103775,-0.036622725427150726,-0.016818370670080185,0.01996237225830555,-0.04322461411356926,-0.0018007513135671616,-0.02540692128241062,0.09139915555715561,-0.05549149960279465,-0.040696777403354645,0.010527926497161388,-0.01261342316865921,-0.012055743485689163,0.04267950728535652,-0.03191307932138443,0.14327815175056458,-0.0018003389704972506,-0.04527917504310608,-0.015032839961349964,-0.027964552864432335,0.007336123380810022,0.023517310619354248,-0.03597657382488251,0.004378834739327431,0.003854230046272278,-0.016374822705984116,-0.03693973645567894,-0.022734040394425392,0.0649232417345047,0.03714130073785782,-0.060613226145505905,0.0453270748257637,-0.012672443874180317,-0.00481030996888876,0.022043531760573387,-0.0013161345850676298,0.07518254220485687,0.1513480395078659,-0.08407953381538391,-0.040009506046772,-0.0002834156039170921,-0.017447877675294876,0.020518718287348747,-0.005360565148293972,0.0112337376922369,-0.03170235827565193,-0.04848239943385124,0.055058158934116364,0.0036818082444369793,0.012552333064377308,0.0015400744741782546,0.027061354368925095,-0.016442982479929924,0.01178458146750927,-0.03118129074573517,0.0290160421282053,-0.013950546272099018,-0.038804952055215836,-0.03554627299308777,0.013309475965797901,-0.00704601127654314,-0.03916967660188675,-0.014208661392331123,0.008787048980593681,-0.043838080018758774,0.0010495263850316405,0.0030244640074670315,0.020241059362888336,0.004756181966513395,-0.011647699400782585,0.007778169121593237,0.0020801895298063755,-0.022735124453902245,0.0009362250566482544,-0.013429815880954266,-0.0067922333255410194,-0.03616725653409958,-0.035172779113054276,-0.017299901694059372,0.0032685338519513607,0.03177734836935997,0.012898650951683521,-0.04082794860005379,-0.02091723121702671,-0.02044961415231228,-0.009841233491897583,-0.00022957473993301392,-0.03499707579612732,0.017666248604655266,0.02668667957186699,0.03160937875509262,0.03770706057548523,0.0048649730160832405,-0.0037685756105929613,0.07213661819696426,-0.019364211708307266,0.015974996611475945,-0.011625202372670174,0.046724531799554825,-0.03449352830648422
9,"['dimmi', ""'"", 'persiana', 'chiusa', 'custom_area']",any,0.03688888996839523,-0.008876500651240349,0.0020752078853547573,-0.005678934045135975,-0.02272687666118145,-0.006976860109716654,-0.01912498287856579,0.06966622173786163,-0.06551165878772736,-0.008166246116161346,0.026348832994699478,-0.022563587874174118,-0.01098329946398735,0.00943764578551054,-0.019112860783934593,0.13700582087039948,-0.008357470855116844,-0.045230310410261154,-0.012709666974842548,-0.023799845948815346,0.024228570982813835,0.00810658372938633,-0.030496377497911453,-0.007351808249950409,-0.020656848326325417,-0.016411257907748222,-0.018562523648142815,-0.0016827955842018127,0.06389524787664413,0.03059629537165165,-0.03267870470881462,0.024401456117630005,-0.010596620850265026,-0.013814250938594341,-0.01812898740172386,-0.0070157176814973354,0.07602877914905548,0.15254585444927216,-0.07802851498126984,-0.053665947169065475,0.0013161025708541274,0.004948480986058712,0.018031751736998558,-0.006738203577697277,0.0190426055341959,-0.022806581109762192,-0.018894996494054794,0.018239254131913185,0.0290585495531559,-0.008984760381281376,-0.013587172143161297,0.0049891239032149315,-0.013982623815536499,0.00801562238484621,-0.030844857916235924,-0.006995294243097305,-0.009932354092597961,-0.014072081074118614,-0.028142517432570457,0.013084379024803638,-0.006314682774245739,-0.041874974966049194,-0.017677444964647293,0.029069507494568825,-0.026013031601905823,0.006854395382106304,-0.008101135492324829,0.017779285088181496,-0.001636830740608275,-0.004456701222807169,-0.039731383323669434,0.02833513915538788,-0.008990125730633736,-0.010806458070874214,0.018304545432329178,-0.0032042742241173983,-0.04083837941288948,0.0016596384812146425,-0.023424308747053146,0.005835360381752253,0.028630554676055908,0.0009395420784130692,-0.028974559158086777,-0.017345156520605087,-0.022148799151182175,-0.05592504143714905,-0.02060021087527275,-0.012630676850676537,-0.011847726069390774,0.013465188443660736,0.03331487253308296,0.030383434146642685,0.014422791078686714,0.021674685180187225,0.06497807055711746,-0.0017799375345930457,0.036487042903900146,-0.020209191367030144,0.04396133869886398,-0.03374617546796799
