,Text,DeviceClass,v_0,v_1,v_2,v_3,v_4,v_5,v_6,v_7,v_8,v_9,v_10,v_11,v_12,v_13,v_14,v_15,v_16,v_17,v_18,v_19,v_20,v_21,v_22,v_23,v_24,v_25,v_26,v_27,v_28,v_29,v_30,v_31,v_32,v_33,v_34,v_35,v_36,v_37,v_38,v_39,v_40,v_41,v_42,v_43,v_44,v_45,v_46,v_47,v_48,v_49,v_50,v_51,v_52,v_53,v_54,v_55,v_56,v_57,v_58,v_59,v_60,v_61,v_62,v_63,v_64,v_65,v_66,v_67,v_68,v_69,v_70,v_71,v_72,v_73,v_74,v_75,v_76,v_77,v_78,v_79,v_80,v_81,v_82,v_83,v_84,v_85,v_86,v_87,v_88,v_89,v_90,v_91,v_92,v_93,v_94,v_95,v_96,v_97,v_98,v_99
0,"['puoi', 'dirmi', 'tende', 'sole', 'chiuse']",Awning,0.17448285222053528,-0.06620759516954422,-0.004561311099678278,0.07051116973161697,-0.016616463661193848,0.05015861988067627,0.07056056708097458,0.08634953200817108,-0.05967598408460617,-0.06453631818294525,-0.013913090340793133,-0.006415048148483038,-0.02380346693098545,0.03542889282107353,0.025601673871278763,0.12713029980659485,-0.01901128515601158,-0.025945547968149185,0.08142052590847015,0.004138771444559097,0.05074167996644974,0.0607847198843956,-0.011634256690740585,-0.031249091029167175,0.030465399846434593,-0.05851062387228012,0.05825093388557434,-0.03286457806825638,-0.028791654855012894,0.013501757755875587,-0.027486320585012436,0.08660265058279037,-0.029341626912355423,-0.00428655743598938,0.024327803403139114,-0.01271133404225111,0.09522081911563873,0.2593417167663574,-0.25726377964019775,-0.13766947388648987,-0.047645293176174164,0.017405040562152863,0.007779404520988464,-0.009668941609561443,-0.04623089358210564,-0.09425817430019379,-0.016448983922600746,-0.04016147181391716,-0.031180471181869507,0.009250517003238201,0.033768054097890854,0.03555576875805855,-0.021228408440947533,0.020427536219358444,-0.017695287242531776,0.040005873888731,0.03203785419464111,-0.024409569799900055,-0.0019567026756703854,-0.0044893608428537846,-0.016045311465859413,-0.08726220577955246,0.012385408394038677,0.033554807305336,-0.06836024671792984,0.04705033823847771,-0.022378673776984215,-0.018234696239233017,-0.004941179417073727,-0.04868394881486893,-0.02920033410191536,0.027304887771606445,0.02564993128180504,-0.02238430455327034,-0.0017270278185606003,-0.04902181774377823,-0.032395102083683014,0.033449847251176834,0.003112614853307605,-0.00527613889425993,0.034415312111377716,-0.004694993142038584,-0.015676597133278847,-0.033490657806396484,0.009427173063158989,-0.09418221563100815,-0.04076380282640457,-0.025271588936448097,-0.014711575582623482,0.04639490693807602,0.04188021272420883,-0.0009436778491362929,-0.03485772758722305,0.0392070896923542,0.11579336225986481,0.014561374671757221,-0.010508771054446697,0.03501816838979721,-0.0016510598361492157,-0.040214527398347855
1,"['aperta', 'tenda', 'sole']",Awning,0.1801341325044632,0.007965869270265102,0.04009430110454559,0.028042728081345558,0.04773351922631264,0.05473450943827629,0.0240663792937994,0.2185356616973877,-0.019928140565752983,0.018259940668940544,0.04920080676674843,0.05151081457734108,-0.004063765052706003,0.032519932836294174,-0.040474724024534225,0.14833015203475952,0.04739809408783913,-0.023495562374591827,0.015922751277685165,-0.04780615493655205,0.06671806424856186,0.0394454300403595,-0.04056975245475769,-0.10283509641885757,0.05960012599825859,-0.028131015598773956,0.02511986531317234,-0.018694212660193443,-0.01632043533027172,0.015017044730484486,-0.07152921706438065,-0.042463693767786026,0.028060168027877808,0.009889744222164154,0.02378700114786625,-0.014420166611671448,0.19143451750278473,0.20508277416229248,-0.1477230191230774,-0.13520656526088715,-0.009768851101398468,-0.006228888873010874,0.06738464534282684,0.059913426637649536,0.029515340924263,-0.0770956352353096,-0.007114725653082132,-0.043360259383916855,0.021843144670128822,-0.0025946833193302155,0.061529915779829025,0.040017351508140564,-0.0353035070002079,0.014886676333844662,-0.047207992523908615,0.10996061563491821,0.010393197648227215,-0.00509771890938282,-0.042424846440553665,0.017806850373744965,-0.036127153784036636,-0.09231098741292953,-0.040595583617687225,-0.015348943881690502,-0.06081974133849144,0.06477118283510208,-0.018967309966683388,-0.07168717682361603,0.04326893016695976,-0.011934210546314716,-0.04552759602665901,-0.0026307750958949327,-0.038657497614622116,-0.011706572957336903,0.05967281386256218,-0.08625715970993042,-0.03913718834519386,0.03568114712834358,-0.015935426577925682,0.013660535216331482,0.020058313384652138,-0.03529086336493492,0.043398916721343994,-0.05055874213576317,0.012355837039649487,-0.045253947377204895,-0.004335245583206415,0.004559308290481567,0.014102776534855366,0.04306613281369209,0.025616077706217766,-0.013914383016526699,-0.01246629934757948,0.03295378386974335,0.061753049492836,-0.010753349401056767,-0.049064990133047104,0.005476529244333506,-0.001223195344209671,-0.036800920963287354
2,"['puoi', 'dirmi', 'tenda', 'sole', 'aperta']",Awning,0.16331937909126282,-0.04621737450361252,-0.022794682532548904,0.056109678000211716,-0.02612084150314331,0.08410326391458511,0.018750512972474098,0.14127124845981598,-0.03767390921711922,-0.05129237845540047,0.021146133542060852,0.0051752664148807526,-0.02092987671494484,-0.0019871219992637634,0.011535144411027431,0.14217236638069153,-0.033952802419662476,-0.042575396597385406,0.08194736391305923,-0.036386001855134964,0.06288571655750275,0.06150468438863754,-0.053658295422792435,-0.04652329906821251,0.038321129977703094,-0.0415828675031662,0.02121805027127266,-0.040150824934244156,-0.002663915976881981,0.03526269644498825,-0.035324595868587494,0.006653545890003443,-0.010532674379646778,-0.014325806871056557,-0.015387391671538353,-0.004318644758313894,0.12816402316093445,0.25439953804016113,-0.21801277995109558,-0.1276332437992096,-0.022300299257040024,8.354485180461779e-05,0.0236723180860281,-0.004586424212902784,-0.004865922033786774,-0.08312305808067322,-0.010514642111957073,-0.04035070538520813,-0.026136213913559914,0.010991377755999565,0.04196380823850632,0.04743580147624016,-0.033135779201984406,0.01393117755651474,-0.03711652755737305,0.0635470524430275,0.011631311848759651,0.003708217991515994,-0.005805059801787138,-0.0019607804715633392,-0.011298376135528088,-0.08591797947883606,0.005829358007758856,0.02143874578177929,-0.08099262416362762,0.05832632631063461,0.00010684430890250951,-0.03462890163064003,0.008885001763701439,-0.042149730026721954,-0.019885476678609848,0.012532773427665234,0.0010428072419017553,-0.012726739048957825,0.052535343915224075,-0.06399200111627579,-0.03030337020754814,0.024071916937828064,-0.011174554005265236,0.00440621841698885,0.026810597628355026,-0.012413480319082737,-0.0023672045208513737,-0.026098841801285744,0.007151015102863312,-0.06331369280815125,-0.049110349267721176,-0.008023582398891449,-0.0008120738202705979,0.046340830624103546,0.026037847623229027,0.008404163643717766,-0.018451819196343422,0.03390873596072197,0.1167161613702774,-0.0026916498318314552,-0.01448461227118969,0.04310649633407593,-0.0003122679772786796,-0.05082634091377258
3,"['puoi', 'dirmi', 'tende', 'sole', 'aperte']",Awning,0.17833104729652405,-0.0815524235367775,-0.00471193203702569,0.07293299585580826,-0.020721454173326492,0.07130744308233261,0.07085911929607391,0.07974868267774582,-0.07300876826047897,-0.05539361760020256,-0.015408451668918133,-0.007361426018178463,-0.03124033287167549,0.03674301877617836,0.03628455847501755,0.11979039013385773,-0.02437945082783699,-0.029438307508826256,0.09787358343601227,0.0029840662609785795,0.05543055385351181,0.05929122492671013,-0.0029991953633725643,-0.02448822185397148,0.04529893398284912,-0.07088077068328857,0.0831599086523056,-0.031084492802619934,-0.026275303214788437,0.014554046094417572,-0.01962246187031269,0.07239746302366257,-0.02778894267976284,-0.0011861652601510286,0.022138414904475212,-0.0032459585927426815,0.09466829150915146,0.25393304228782654,-0.25832751393318176,-0.14483627676963806,-0.0312911756336689,0.0026409700512886047,0.0151263028383255,-0.00966083724051714,-0.04584713652729988,-0.10022133588790894,-0.03211934119462967,-0.043814174830913544,-0.030143773183226585,0.014256022870540619,0.04606197029352188,0.044270485639572144,-0.02588430605828762,0.029230866581201553,-0.021896131336688995,0.04230918735265732,0.02611931785941124,-0.016094785183668137,-0.0009026311454363167,-0.0028815940022468567,-0.01917521096765995,-0.09191076457500458,0.007317761890590191,0.0379364900290966,-0.0652492418885231,0.04937654733657837,-0.020135929808020592,-0.014981229789555073,-0.0037280800752341747,-0.040421925485134125,-0.01947861537337303,0.010799800045788288,0.02896212972700596,-0.02067635767161846,0.006262980401515961,-0.0589480884373188,-0.04126283526420593,0.042293619364500046,-0.005200639367103577,-0.0027406334411352873,0.03033076785504818,-0.012000794522464275,-0.013635392300784588,-0.018367815762758255,0.005717123858630657,-0.08790583908557892,-0.05058426782488823,-0.022848954424262047,-0.005537833087146282,0.03941887244582176,0.04031695798039436,-0.0007981471717357635,-0.022001495584845543,0.033311158418655396,0.11217699199914932,0.009412662126123905,-0.010654584504663944,0.03942142426967621,0.002499014139175415,-0.04040785878896713
4,"['dimmi', 'tende', 'sole', 'aperte']",Awning,0.14932289719581604,-0.06421573460102081,0.05215993523597717,0.05741984769701958,0.00036493316292762756,0.03318632394075394,0.0768381804227829,0.0858306884765625,-0.09857365489006042,-0.027728212997317314,0.009349102154374123,-0.01911926083266735,-0.037978921085596085,0.049889471381902695,-0.021928569301962852,0.15676045417785645,0.017902078106999397,-0.04042291268706322,0.05452137067914009,0.004181547090411186,0.031842198222875595,0.03420963138341904,0.03329845517873764,-0.04497453570365906,0.03527897223830223,-0.07161867618560791,0.1004817858338356,-0.004830020945519209,-0.01860089972615242,0.009390274062752724,-0.05717780068516731,0.07299929857254028,-0.005504198372364044,0.019905637949705124,0.048940859735012054,0.0014518406242132187,0.09591463208198547,0.22128193080425262,-0.21034669876098633,-0.11197394132614136,-0.024038007482886314,-0.009355515241622925,0.05305388197302818,0.010374609380960464,-0.036762915551662445,-0.05470633506774902,-0.046921830624341965,-0.02960638888180256,0.025399306789040565,0.014471379108726978,0.05621204152703285,0.05221779644489288,-0.023381460458040237,0.04387620463967323,-0.01182517223060131,0.04771105572581291,0.007781723514199257,-0.06367991864681244,-0.03642256185412407,-0.005632907152175903,-0.03217679262161255,-0.07814820110797882,-0.039565831422805786,0.01296199019998312,-0.03471970558166504,0.019945433363318443,-0.025545993819832802,0.00957672018557787,0.021959690377116203,-0.030983535572886467,-0.041977658867836,-0.00841454230248928,0.016007285565137863,-0.027504920959472656,-0.004043213091790676,-0.06276950240135193,-0.08054162561893463,0.01724153570830822,-0.02936498261988163,-0.021066024899482727,0.0431971438229084,0.0035484209656715393,-0.013145300559699535,-0.03204657882452011,-0.02247856743633747,-0.09344956278800964,-0.017494481056928635,-0.024309195578098297,0.009620383381843567,0.03620428964495659,0.04998205974698067,0.023976299911737442,-0.006162512116134167,0.019231602549552917,0.09156747162342072,-0.0033739316277205944,-0.024577021598815918,-0.011389167979359627,0.03286275267601013,-0.04839848726987839
5,"['dimmi', ""'"", 'tenda', 'sole', 'chiusa']",Awning,0.09334224462509155,-0.01877451129257679,0.025932366028428078,0.01751505397260189,-0.02145620621740818,0.0098952641710639,0.006482510827481747,0.1491093635559082,-0.05520356446504593,-0.02292449399828911,0.036208536475896835,-0.0016908362740650773,-0.013523695059120655,0.014815124683082104,-0.04914725944399834,0.17176958918571472,0.016869861632585526,-0.03811441734433174,0.009348319843411446,-0.04965021088719368,0.03269064426422119,0.03049459494650364,-0.022820759564638138,-0.060457535088062286,-0.0023481189273297787,-0.038479581475257874,0.013742925599217415,-0.015464330092072487,0.02155703864991665,0.03271304816007614,-0.06485867500305176,0.02652442827820778,0.024915380403399467,-0.0031289290636777878,0.0010795083362609148,-0.014643276110291481,0.11651536077260971,0.18141143023967743,-0.13209107518196106,-0.07349660247564316,-0.022277679294347763,-0.0020412690937519073,0.04289417713880539,0.018465455621480942,0.007264037616550922,-0.03473234549164772,-0.017480893060564995,-0.01758270151913166,0.021295931190252304,0.001890293089672923,0.025736218318343163,0.03201114386320114,-0.02593710459768772,0.018267184495925903,-0.03143826872110367,0.056544482707977295,-0.01599833182990551,-0.030810827389359474,-0.04299265891313553,-0.0021876306273043156,-0.016906315460801125,-0.053494106978178024,-0.02557295188307762,0.007013275288045406,-0.03606976568698883,0.025327961891889572,0.002986077917739749,-0.015581643208861351,0.02176966890692711,-0.025579944252967834,-0.0360233448445797,0.011798168532550335,-0.020568981766700745,-0.018302053213119507,0.03844977915287018,-0.035907138139009476,-0.058731090277433395,0.0017571405041962862,-0.024727337062358856,-0.010341598652303219,0.028703082352876663,3.779977487283759e-05,-0.011868743225932121,-0.03572976961731911,-0.017001841217279434,-0.057067252695560455,0.006781730800867081,-0.004903673194348812,0.003354505402967334,0.03613271564245224,0.027945062145590782,0.0188920721411705,-0.010659068822860718,0.0211620032787323,0.08403846621513367,-0.009048154577612877,-0.01028941385447979,-0.002861450193449855,0.017832089215517044,-0.04057260602712631
6,"['dimmi', 'tende', 'sole', 'chiuse']",Awning,0.14451265335083008,-0.04503469914197922,0.05234821140766144,0.05439256876707077,0.005496172234416008,0.006750292144715786,0.07646499574184418,0.09408175200223923,-0.08190767467021942,-0.039156585931777954,0.011218303814530373,-0.017936289310455322,-0.02868283912539482,0.04824681580066681,-0.03528217226266861,0.16593536734580994,0.024612287059426308,-0.03605696186423302,0.033955056220293045,0.0056249285116791725,0.025981096550822258,0.03607649356126785,0.02250462770462036,-0.0534256249666214,0.016737058758735657,-0.05615599453449249,0.06934557110071182,-0.007055128924548626,-0.021746337413787842,0.008074912242591381,-0.0670076310634613,0.09075578302145004,-0.007445051800459623,0.016030147671699524,0.05167759209871292,-0.010379877872765064,0.09660529345273972,0.22804275155067444,-0.20901703834533691,-0.10301543027162552,-0.04448065906763077,0.009099572896957397,0.04387025907635689,0.010364478453993797,-0.03724261373281479,-0.04725237935781479,-0.027333881705999374,-0.025040507316589355,0.02410343661904335,0.008214496076107025,0.04084464907646179,0.041324399411678314,-0.01756158657371998,0.032872043550014496,-0.0065741161815822124,0.04483191668987274,0.015179891139268875,-0.07407339662313461,-0.03774014860391617,-0.007642615586519241,-0.028264420107007027,-0.07233750075101852,-0.03323127329349518,0.007484888192266226,-0.03860846534371376,0.01703767478466034,-0.02834942378103733,0.005509885028004646,0.02044331654906273,-0.04131106287240982,-0.05412980914115906,0.012216818518936634,0.011867038905620575,-0.02963985502719879,-0.01403072290122509,-0.05036165937781334,-0.06945695728063583,0.006186818238347769,-0.018973413854837418,-0.024235406890511513,0.048302825540304184,0.01268067304044962,-0.015696804970502853,-0.050950128585100174,-0.017841005697846413,-0.10129503905773163,-0.005218898877501488,-0.027337487787008286,-0.0018467935733497143,0.044924333691596985,0.051936130970716476,0.02379438653588295,-0.022232798859477043,0.026601517572999,0.09608793258666992,0.0030619585886597633,-0.02439475618302822,-0.016893241554498672,0.02767515927553177,-0.048156820237636566
7,"['dimmi', 'tenda', 'sole', 'aperta']",Awning,0.1305583268404007,-0.02004692330956459,0.029556497931480408,0.03639070689678192,-0.006384305655956268,0.049181096255779266,0.011702424846589565,0.16273388266563416,-0.054405078291893005,-0.022601664066314697,0.0550423339009285,-0.0034483959898352623,-0.02509085088968277,0.0014767926186323166,-0.05286533385515213,0.1847379207611084,0.005935388617217541,-0.05684427544474602,0.03461359813809395,-0.04503103718161583,0.04116114601492882,0.03697645664215088,-0.03002542071044445,-0.07251837849617004,0.026556719094514847,-0.03499630093574524,0.023054471239447594,-0.0161629356443882,0.010913332924246788,0.03527608886361122,-0.0768054723739624,-0.009180602617561817,0.016066141426563263,0.0034810849465429783,0.002033598255366087,0.00011098477989435196,0.13778431713581085,0.22186505794525146,-0.1599532961845398,-0.09047015011310577,-0.012799423187971115,-0.012552296742796898,0.06373640149831772,0.01671762578189373,0.01446360070258379,-0.03333349525928497,-0.019915955141186714,-0.025277048349380493,0.03040875867009163,0.010390572249889374,0.0510893389582634,0.056174442172050476,-0.03244579955935478,0.02475159801542759,-0.030850667506456375,0.07425838708877563,-0.01032828539609909,-0.03892616927623749,-0.042550597339868546,-0.0044818902388215065,-0.0223307516425848,-0.07065721601247787,-0.041426338255405426,-0.007660190109163523,-0.05439893901348114,0.031132664531469345,-0.00024252571165561676,-0.014982867054641247,0.03772604465484619,-0.0331432931125164,-0.04248623922467232,-0.0062483218498528,-0.018891869112849236,-0.017567899078130722,0.05379724130034447,-0.06907438486814499,-0.06684230268001556,-0.005535597912967205,-0.036832377314567566,-0.01213245838880539,0.03879693150520325,0.0030325651168823242,0.0009399354457855225,-0.04171035811305046,-0.020686203613877296,-0.06270938366651535,-0.015652086585760117,-0.005777479615062475,0.015527582727372646,0.04485673829913139,0.03213317692279816,0.035479187965393066,-0.0017254156991839409,0.01997857540845871,0.09724143147468567,-0.018504323437809944,-0.029364559799432755,-0.006782833021134138,0.029348649084568024,-0.06142158433794975
8,"[""'"", 'tenda', 'sole', 'aperta']",Awning,0.12752799689769745,0.004257498774677515,0.03053067810833454,0.006301796063780785,0.013893712311983109,0.020923513919115067,0.015517891384661198,0.17293760180473328,-0.02765476703643799,0.01991397887468338,0.044221121817827225,0.03853029012680054,-0.00040891673415899277,0.04346559941768646,-0.03358768671751022,0.1284724771976471,0.04269258677959442,-0.02145528607070446,0.007131412159651518,-0.04678213223814964,0.05571981519460678,0.028961611911654472,-0.041562266647815704,-0.07868445664644241,0.0460285060107708,-0.03403757885098457,0.019611144438385963,-0.010789507068693638,-0.0036064167506992817,0.011853830888867378,-0.05627190321683884,-0.018778838217258453,0.025417406111955643,0.007845129817724228,0.015448575839400291,-0.012894046492874622,0.1528559923171997,0.15762802958488464,-0.11730996519327164,-0.10651704668998718,-0.00683927908539772,-0.008510852232575417,0.04368780553340912,0.0470457598567009,0.0181609895080328,-0.06985286623239517,-0.007971465587615967,-0.02893417701125145,0.016878925263881683,-0.0075962175615131855,0.03978065028786659,0.028499331325292587,-0.024503840133547783,0.011154303327202797,-0.04112457484006882,0.08669912815093994,-0.0024142861366271973,-0.006074082106351852,-0.03395138680934906,0.01712203398346901,-0.02405044063925743,-0.07176318019628525,-0.02664743922650814,-0.005380292888730764,-0.04662226885557175,0.05657524615526199,-0.016357263550162315,-0.05718190222978592,0.032801948487758636,-0.014039329253137112,-0.03592676296830177,-0.006191367749124765,-0.027629612013697624,-0.0130887096747756,0.04875597730278969,-0.06486575305461884,-0.034519124776124954,0.02704813703894615,-0.008010001853108406,0.009843103587627411,0.016742685809731483,-0.029828021302819252,0.02910349890589714,-0.035609107464551926,0.009095843881368637,-0.03792882338166237,-0.0016582980751991272,0.005544013809412718,0.012151948176324368,0.02928319200873375,0.013382242061197758,-0.009691352024674416,-0.004793700762093067,0.030689328908920288,0.05284272879362106,-0.010048899799585342,-0.034790318459272385,0.002948516048491001,-0.006187242455780506,-0.025319190695881844
9,"['dimmi', ""'"", 'tenda', 'sole', 'aperta']",Awning,0.09838855266571045,-0.017411058768630028,0.024013157933950424,0.01732836291193962,-0.02263258770108223,0.023242982104420662,0.007336423732340336,0.137415811419487,-0.053690992295742035,-0.01310611329972744,0.04989027976989746,-0.002840974135324359,-0.01796155609190464,0.016441956162452698,-0.04487758129835129,0.1615702360868454,0.01046352181583643,-0.048542313277721405,0.023842353373765945,-0.04476684331893921,0.03747393190860748,0.029083196073770523,-0.03292829915881157,-0.059261202812194824,0.022308101877570152,-0.0383484922349453,0.019060570746660233,-0.010345427319407463,0.015637792646884918,0.028693709522485733,-0.0635443702340126,0.003110666526481509,0.01635073684155941,0.0031271246261894703,-0.0002864603011403233,-0.0015743501717224717,0.11765152215957642,0.18054480850696564,-0.133176788687706,-0.07646581530570984,-0.009849649854004383,-0.01311318576335907,0.045508578419685364,0.015062655322253704,0.008390466682612896,-0.036291707307100296,-0.018041100353002548,-0.017352823168039322,0.024724259972572327,0.0037922952324151993,0.035778045654296875,0.04372860863804817,-0.024377604946494102,0.019792716950178146,-0.029255401343107224,0.06278964132070541,-0.016429977491497993,-0.03294156864285469,-0.03574667498469353,-0.0005719952168874443,-0.01542865950614214,-0.05854972079396248,-0.03010166808962822,-0.001223020488396287,-0.044325120747089386,0.03130362182855606,-0.0018994450801983476,-0.014719510450959206,0.030461039394140244,-0.030585572123527527,-0.03541383892297745,-0.008373287506401539,-0.014022687450051308,-0.01750134490430355,0.046238891780376434,-0.05539781600236893,-0.05760682746767998,-0.004198654554784298,-0.026312649250030518,-0.010027805343270302,0.03239670768380165,-0.00026184768648818135,-0.0020046024583280087,-0.03152032941579819,-0.016685787588357925,-0.05335819721221924,-0.011247159913182259,-0.0029223565943539143,0.013681958429515362,0.03347226232290268,0.02104268968105316,0.028978902846574783,0.002264485228806734,0.02076205238699913,0.08301549404859543,-0.016390567645430565,-0.02188490703701973,-0.006353370845317841,0.019263043999671936,-0.047312065958976746
