,Text,Name,v_0,v_1,v_2,v_3,v_4,v_5,v_6,v_7,v_8,v_9,v_10,v_11,v_12,v_13,v_14,v_15,v_16,v_17,v_18,v_19,v_20,v_21,v_22,v_23,v_24,v_25,v_26,v_27,v_28,v_29,v_30,v_31,v_32,v_33,v_34,v_35,v_36,v_37,v_38,v_39,v_40,v_41,v_42,v_43,v_44,v_45,v_46,v_47,v_48,v_49,v_50,v_51,v_52,v_53,v_54,v_55,v_56,v_57,v_58,v_59,v_60,v_61,v_62,v_63,v_64,v_65,v_66,v_67,v_68,v_69,v_70,v_71,v_72,v_73,v_74,v_75,v_76,v_77,v_78,v_79,v_80,v_81,v_82,v_83,v_84,v_85,v_86,v_87,v_88,v_89,v_90,v_91,v_92,v_93,v_94,v_95,v_96,v_97,v_98,v_99
0,"['sono', 'accesi', 'custom_name', 'nella', 'custom_area']",custom_name,0.128993958234787,-0.037081725895404816,-0.009130753576755524,0.009617714211344719,0.04367782920598984,0.01767181232571602,0.09496445953845978,-0.002488932805135846,-0.07102123647928238,-0.0017107678577303886,-0.005196721293032169,-0.04305822029709816,-0.01833752728998661,0.09248671680688858,0.004025680013000965,0.05006777495145798,0.04751523956656456,-0.06158708408474922,0.009368243627250195,-0.026221269741654396,0.02093915268778801,0.040904104709625244,-0.011350930668413639,-0.01788214221596718,-0.013856485486030579,-0.04632378742098808,-0.045559681951999664,-0.037354905158281326,0.07661325484514236,0.030132293701171875,0.01937289349734783,0.01868509314954281,-0.013272421434521675,-0.017409250140190125,0.007930617779493332,0.004735115449875593,0.120913065969944,0.1865881085395813,-0.16480739414691925,-0.06865300983190536,-0.035263411700725555,-0.05144988372921944,-0.0007315442198887467,0.028073608875274658,-0.030843105167150497,-0.059411875903606415,-0.001521795871667564,0.03470146283507347,0.0021102814935147762,-0.007348672486841679,0.010433124378323555,0.01951979473233223,-0.010856117121875286,0.026874303817749023,-0.021000605076551437,-0.001725869020447135,0.049675144255161285,-0.007945935241878033,-0.008092735894024372,0.04324457421898842,-0.02037251554429531,-0.06147758290171623,0.015323211438953876,0.028588172048330307,-0.07657939195632935,0.02746295928955078,-0.024755731225013733,-0.016933441162109375,0.018750285729765892,0.0006878525018692017,-0.036409445106983185,-0.003378539578989148,-0.01880408450961113,0.031822871416807175,0.008006738498806953,-0.014437300153076649,0.014191229827702045,0.02290436625480652,0.04061061888933182,0.06585516780614853,0.027896393090486526,-0.021550219506025314,0.02174603007733822,-0.037918709218502045,0.026430124416947365,-0.009544046595692635,0.0043179988861083984,-0.015545813366770744,0.02126201055943966,-0.0008110402268357575,0.025867175310850143,0.018894178792834282,0.018190203234553337,-0.0013313372619450092,0.025654476135969162,0.018377868458628654,-0.0031196759082376957,-0.013267713598906994,0.022822624072432518,-0.0179276205599308
1,"['dimmi', 'se', 'custom_name', 'sono', 'accese', 'nello', 'custom_area']",custom_name,0.16284529864788055,-0.1375836580991745,-0.08787406980991364,0.04184054583311081,-0.09672612696886063,-0.053386688232421875,0.0546111986041069,-0.004930241499096155,-0.0813673883676529,-0.03830329328775406,-0.010287828743457794,-0.11769845336675644,-0.04480276256799698,0.07037816941738129,0.0037607497069984674,0.13843956589698792,-0.006763376761227846,-0.12625539302825928,0.06273538619279861,-0.053745709359645844,0.01833217404782772,0.05605359002947807,0.013482806272804737,-0.002631436800584197,-0.031701307743787766,-0.1143452599644661,0.02339945174753666,-0.020504891872406006,0.060007959604263306,0.06946376711130142,-0.014045537449419498,0.05961701646447182,-0.01657584309577942,0.0101464269682765,0.020607782527804375,0.013914821669459343,0.056446440517902374,0.18258468806743622,-0.19006957113742828,-0.07135895639657974,-0.013243040069937706,-0.009757974185049534,0.0240962915122509,-0.007756332401186228,-0.028993910178542137,0.05527517944574356,0.018070194870233536,0.01996227726340294,0.007110874634236097,0.018192293122410774,0.02016391232609749,0.024584369733929634,-0.049372464418411255,0.018109848722815514,-0.03133825585246086,-0.01185703370720148,0.05873480439186096,-0.055173855274915695,-0.05837347358465195,-0.008852606639266014,0.025981927290558815,-0.03620666265487671,-0.004996900912374258,0.021734120324254036,-0.040179941803216934,-0.02334868349134922,0.01961502991616726,-0.013597466982901096,0.006987635046243668,-0.04814983159303665,-0.026029495522379875,-0.021948354318737984,0.04518008604645729,0.010283530689775944,0.0425424799323082,-0.03229807689785957,0.000702371820807457,0.019381167367100716,0.020363952964544296,0.06833403557538986,0.052774399518966675,0.04346630349755287,-0.029714981094002724,-0.11071459949016571,-0.02492315135896206,-0.04525900259613991,-0.013646186329424381,-0.0305826086550951,-0.0015326645225286484,0.013494148850440979,0.04858732223510742,0.008528484962880611,0.004179955925792456,0.007068987935781479,0.08367014676332474,0.028928318992257118,-0.04442666098475456,-0.00879884883761406,0.01938852295279503,-0.028209427371621132
2,"['dimmi', 'se', 'custom_name', 'nello', 'custom_area', 'sono', 'accese']",custom_name,0.16284528374671936,-0.1375836580991745,-0.08787406980991364,0.04184054583311081,-0.09672612696886063,-0.053386688232421875,0.0546111986041069,-0.004930241499096155,-0.0813673809170723,-0.03830328956246376,-0.010287828743457794,-0.11769845336675644,-0.04480276256799698,0.07037816941738129,0.0037607497069984674,0.13843956589698792,-0.006763378623872995,-0.12625539302825928,0.06273538619279861,-0.053745705634355545,0.01833217404782772,0.05605359748005867,0.013482804410159588,-0.0026314370334148407,-0.03170130401849747,-0.11434526741504669,0.02339945174753666,-0.020504890009760857,0.060007959604263306,0.06946376711130142,-0.014045536518096924,0.05961701646447182,-0.01657584309577942,0.01014642883092165,0.020607784390449524,0.013914821669459343,0.05644644424319267,0.18258467316627502,-0.19006958603858948,-0.07135895639657974,-0.01324304100126028,-0.009757975116372108,0.0240962915122509,-0.007756332401186228,-0.028993910178542137,0.05527518317103386,0.018070196732878685,0.01996227540075779,0.00711087416857481,0.018192293122410774,0.02016391046345234,0.024584369733929634,-0.04937246814370155,0.018109848722815514,-0.03133825585246086,-0.01185703370720148,0.05873480066657066,-0.055173855274915695,-0.05837347358465195,-0.008852607570588589,0.025981921702623367,-0.03620666265487671,-0.004996900912374258,0.021734118461608887,-0.04017994552850723,-0.02334868721663952,0.01961502991616726,-0.013597466051578522,0.006987635046243668,-0.04814983531832695,-0.026029495522379875,-0.021948354318737984,0.04518008604645729,0.010283530689775944,0.042542483657598495,-0.03229807689785957,0.0007023735670372844,0.019381169229745865,0.020363952964544296,0.06833403557538986,0.05277440324425697,0.04346629977226257,-0.029714981094002724,-0.11071459949016571,-0.02492315135896206,-0.04525900259613991,-0.013646187260746956,-0.0305826086550951,-0.001532664755359292,0.013494148850440979,0.04858732596039772,0.008528484962880611,0.004179955925792456,0.007068987470120192,0.08367015421390533,0.028928318992257118,-0.04442666098475456,-0.00879884883761406,0.01938852295279503,-0.028209427371621132
3,"['puoi', 'spegnere', 'custom_name']",custom_name,0.09921011328697205,-0.08741319179534912,-0.07943873852491379,0.05814206600189209,-0.05039375647902489,0.07443490624427795,0.022532323375344276,0.039753079414367676,-0.03243270888924599,-0.06003449484705925,-0.014685305766761303,0.004054490942507982,0.020556358620524406,0.006906673312187195,0.01890643872320652,0.0445900559425354,-0.055033523589372635,-0.0026304060593247414,0.08651495724916458,-0.00245579588226974,0.05348527431488037,0.060567039996385574,-0.07872653752565384,0.050560321658849716,0.027997978031635284,-0.03385864570736885,0.016450222581624985,-0.0035428348928689957,0.03673487901687622,0.017534902319312096,0.012709952890872955,0.05965534225106239,-0.04873473942279816,-0.022355390712618828,-0.02684665657579899,0.03972882032394409,0.07632026076316833,0.1820421814918518,-0.20286919176578522,-0.04807933047413826,-0.06778138875961304,0.038059525191783905,-0.06683535128831863,-0.0508975125849247,-0.05013680085539818,-0.04796229675412178,-0.007593682501465082,0.023380281403660774,-0.03777388855814934,0.02309425175189972,0.021967479959130287,0.012151774019002914,-0.00847918912768364,-0.00886767078191042,-0.036093976348638535,0.03339843451976776,0.03600507229566574,-0.003834657371044159,0.048088040202856064,-0.01835094578564167,-0.016697566956281662,-0.06321430206298828,0.031736668199300766,0.0588810108602047,-0.055892784148454666,0.04861420392990112,-0.010660171508789062,0.00712256133556366,-0.004172870423644781,-0.029936542734503746,0.03767917677760124,-0.0013156282948330045,0.008325058966875076,0.03444593399763107,-0.0035803683567792177,0.0021903114393353462,0.05108587071299553,-0.0053038508631289005,-0.008160038851201534,0.015572567470371723,0.016658062115311623,-0.022682741284370422,-0.02385326661169529,-0.0057552270591259,0.013125162571668625,-0.04393259063363075,-0.028725137934088707,-0.016950683668255806,0.0024782775435596704,0.0548446960747242,0.020799770951271057,0.00539746880531311,0.00016271420463453978,0.036333125084638596,0.08211303502321243,0.016790850088000298,-0.007038997020572424,0.03969848155975342,-0.01158998068422079,-0.033459171652793884
4,"['potresti', 'accendere', 'il', 'custom_name']",custom_name,0.18822316825389862,-0.1383238434791565,-0.18910522758960724,-0.02938162349164486,-0.06637807190418243,-0.06025233492255211,-0.07392486184835434,0.08622729778289795,-0.024042613804340363,0.01777469739317894,-0.00555264949798584,-0.18300873041152954,0.046110834926366806,0.07243645191192627,-0.08293097466230392,-0.011667190119624138,0.11769775301218033,-0.06670474261045456,0.11148329079151154,0.029432274401187897,-0.012830573134124279,0.07277143746614456,-0.09816406667232513,-0.027690354734659195,-0.020464211702346802,-0.13069027662277222,0.09562575072050095,0.07416866719722748,0.0636158436536789,0.0027131226379424334,0.02149607054889202,0.06697815656661987,-0.10513515025377274,0.048826880753040314,0.027688832953572273,0.061246469616889954,0.009865418076515198,0.02215542644262314,-0.25440171360969543,-0.05166364088654518,-0.09905024617910385,0.09552522003650665,0.08853884786367416,0.10005741566419601,0.014185934327542782,0.08808623999357224,0.06757119297981262,0.014157874509692192,-0.04253656789660454,0.04612052068114281,0.06644906103610992,-0.005541814491152763,-0.035186633467674255,0.010222108103334904,0.011433577165007591,0.020109184086322784,-0.0347011424601078,0.021960493177175522,-0.0022728051990270615,-0.08863192796707153,0.09487145394086838,-0.04903620854020119,-0.05318290740251541,0.021222159266471863,-0.0053381891921162605,0.009129222482442856,0.037607744336128235,-0.0316542349755764,-0.022882793098688126,-0.040602054446935654,0.02207919768989086,0.01618911325931549,-0.02779443748295307,-0.02468644641339779,-0.0025870027020573616,0.03070964105427265,0.07689445465803146,0.00539657287299633,-0.057559508830308914,0.03402363881468773,0.08024338632822037,-0.030755363404750824,0.012795079499483109,-0.0928468257188797,-0.0779915526509285,0.005822020582854748,-0.00279534375295043,-0.03657039627432823,-0.021414484828710556,0.013729455880820751,0.0002743219956755638,-0.016975680366158485,0.00017510729958303273,-0.06390298902988434,0.10290474444627762,0.038325972855091095,-0.073735311627388,0.05748261511325836,0.014885595068335533,0.009710731916129589
5,"['dimmi', 'se', 'sono', 'spenti', 'custom_name', 'nel', 'custom_area']",custom_name,0.19383327662944794,-0.14544177055358887,-0.09180516004562378,0.007704069372266531,-0.08216216415166855,-0.0525531992316246,0.06135951355099678,0.009031095542013645,-0.09083203971385956,-0.05394672974944115,-0.0001418173051206395,-0.1327008605003357,-0.04758310690522194,0.09387654811143875,-0.02393844909965992,0.12152474373579025,0.017881382256746292,-0.14098194241523743,0.0917356088757515,-0.05987047404050827,-0.014739650301635265,0.05776020139455795,0.00313858431763947,-0.007936338894069195,-0.05624973773956299,-0.10582034289836884,0.026084652170538902,-0.03663485869765282,0.10116714984178543,0.07743097096681595,-0.008510037325322628,0.07811451703310013,-0.035346098244190216,0.010842718183994293,0.016581114381551743,0.010707746259868145,0.07568186521530151,0.21989965438842773,-0.20668922364711761,-0.07937612384557724,-0.03701644390821457,-0.012501769699156284,0.017179200425744057,0.014178553596138954,-0.006280996836721897,0.06688343733549118,0.016264062374830246,0.032807666808366776,0.008192797191441059,0.02200053445994854,0.030862929299473763,0.02007315121591091,-0.07493032515048981,0.04118938371539116,-0.039369821548461914,-0.010115674696862698,0.047543589025735855,-0.04854182153940201,-0.05944550409913063,-0.03765326738357544,0.011058966629207134,-0.03128781169652939,-0.020481126382946968,0.03961038962006569,-0.06762988865375519,-0.03331184759736061,0.030033931136131287,-0.007356372661888599,0.007766883820295334,-0.0695226639509201,-0.03288613259792328,-0.002884224057197571,0.050505004823207855,-0.0031809662468731403,0.028438588604331017,-0.030286887660622597,-0.019733229652047157,0.033784396946430206,0.021409424021840096,0.07190942019224167,0.03951336815953255,0.04685290530323982,-0.019825594499707222,-0.09861426800489426,-0.024166157469153404,-0.05759811028838158,0.006671262439340353,-0.035294923931360245,0.0010856594890356064,0.020339010283350945,0.05865956097841263,0.0075562926940619946,-0.005481277126818895,-0.004410719498991966,0.09128303080797195,0.007010202389210463,-0.028652945533394814,-0.0011705101933330297,0.008192024193704128,-0.04300549998879433
6,"['puoi', 'dirmi', 'se', 'custom_name', 'nello', 'custom_area', 'sono', 'accese']",custom_name,0.17928509414196014,-0.13924811780452728,-0.10591474175453186,0.05348367244005203,-0.09776873886585236,-0.01873936504125595,0.05365265533328056,0.002613623160868883,-0.06754011660814285,-0.05427228659391403,-0.02330668456852436,-0.09802740812301636,-0.03973816707730293,0.05960054695606232,0.03693278506398201,0.11762338131666183,-0.03010614775121212,-0.10866095125675201,0.08880376815795898,-0.04725322127342224,0.034763652831315994,0.06899909675121307,-0.006726271938532591,0.004879622254520655,-0.017066292464733124,-0.10854324698448181,0.022208567708730698,-0.034954577684402466,0.04538534954190254,0.06518193334341049,0.00403501745313406,0.06091365963220596,-0.029119856655597687,-0.0018160475883632898,0.007397890090942383,0.00942082330584526,0.06060100346803665,0.20782877504825592,-0.22259223461151123,-0.09697479009628296,-0.019125638529658318,-0.0022098657209426165,0.004011253826320171,-0.018012119457125664,-0.03564267233014107,0.013080624863505363,0.019197748973965645,0.004886324051767588,-0.025317495688796043,0.01759258098900318,0.018326133489608765,0.02307148091495037,-0.047687873244285583,0.012177307158708572,-0.03519346937537193,-0.007787191309034824,0.06382666528224945,-0.02649640291929245,-0.03342965617775917,-0.00673057371750474,0.026838073506951332,-0.05005096644163132,0.019984230399131775,0.03624666482210159,-0.05857836827635765,0.00045752874575555325,0.017351193353533745,-0.026049412786960602,-0.007195715792477131,-0.05190303549170494,-0.013961111195385456,-0.008247665129601955,0.049630265682935715,0.009827827103435993,0.043160635977983475,-0.033718619495630264,0.015096114948391914,0.03477126732468605,0.029250551015138626,0.06861239671707153,0.043535761535167694,0.028758306056261063,-0.02795007824897766,-0.09233187139034271,-0.006995271425694227,-0.04781799763441086,-0.03480834141373634,-0.02888578362762928,-0.009612418711185455,0.0183420330286026,0.042720977216959,-0.005024569574743509,-0.007012220099568367,0.01738903671503067,0.09753826260566711,0.03288215771317482,-0.03324393555521965,0.022633979097008705,0.002095465548336506,-0.025738917291164398
7,"['puoi', 'dirmi', 'se', 'custom_name', 'dello', 'custom_area', 'sono', 'accesi']",custom_name,0.16916725039482117,-0.15205331146717072,-0.09520471841096878,0.047273192554712296,-0.09816116094589233,-0.0031855094712227583,0.044465571641922,-0.007258119527250528,-0.07706044614315033,-0.05883568897843361,-0.02057681977748871,-0.10592520236968994,-0.035652030259370804,0.07446688413619995,0.014310403726994991,0.10110089182853699,-0.024360740557312965,-0.11894267797470093,0.08268260955810547,-0.04609107971191406,0.037153806537389755,0.05932093784213066,-0.016470447182655334,0.003282019402831793,-0.034002635627985,-0.11178450286388397,0.013986174948513508,-0.045021042227745056,0.05759157985448837,0.06089792400598526,-0.005012756213545799,0.04391036927700043,-0.03144906833767891,-0.014156866818666458,-0.003917981870472431,0.00783507153391838,0.061250220984220505,0.2146710306406021,-0.20659218728542328,-0.10691165924072266,-0.025285974144935608,-0.007689218036830425,0.009726716205477715,-0.02701040729880333,-0.026575332507491112,0.006608020979911089,0.03227723389863968,0.006349564995616674,-0.02673047035932541,0.016577647998929024,0.019309915602207184,0.026057690382003784,-0.03929365053772926,0.010129922069609165,-0.025977732613682747,-0.00799122080206871,0.07479348033666611,-0.03139650076627731,-0.0364823080599308,-0.004234348423779011,0.019471269100904465,-0.0417565293610096,0.034394074231386185,0.05297643318772316,-0.054379694163799286,-0.0038561648689210415,0.023653848096728325,-0.019393248483538628,0.0019054515287280083,-0.046108342707157135,-0.011462757363915443,-0.0072647579945623875,0.05033451318740845,0.008298708125948906,0.027749745175242424,-0.029922833666205406,0.004819812253117561,0.03560362756252289,0.0358542762696743,0.0845201164484024,0.042432840913534164,0.02280718833208084,-0.013354633934795856,-0.08263172954320908,-3.864988684654236e-06,-0.04034767299890518,-0.03949415683746338,-0.028496425598859787,-0.009760167449712753,0.010489307343959808,0.049181364476680756,1.389149110764265e-05,-0.006330318283289671,0.012067483738064766,0.08616948127746582,0.030706897377967834,-0.02698788046836853,0.024690493941307068,-0.004375968594104052,-0.03063926473259926
8,"['custom_name', 'della', 'custom_area', 'sono', 'accese']",custom_name,0.12668152153491974,-0.02377406135201454,-0.01299225352704525,0.002442258642986417,0.04060443490743637,0.015779664739966393,0.0809081494808197,0.0018863476580008864,-0.080144003033638,0.008020668290555477,0.00041663291631266475,-0.017284857109189034,0.0022902407217770815,0.07989835739135742,0.026019036769866943,0.07819410413503647,0.05963749811053276,-0.05815713480114937,-0.026904981583356857,-0.0029958963859826326,0.038102887570858,0.04196065664291382,0.0029958165250718594,-0.01637909933924675,0.009204576723277569,-0.06705643981695175,-0.03336562588810921,-0.010358934290707111,0.03957555070519447,0.038428910076618195,0.014603774063289165,0.024397950619459152,-0.02209884487092495,0.0004624396678991616,0.03199878707528114,0.013100464828312397,0.12209280580282211,0.19009532034397125,-0.16709819436073303,-0.08282439410686493,-0.03411140292882919,-0.026805657893419266,0.012278927490115166,0.013038918375968933,-0.023867761716246605,-0.08545137941837311,0.01005910150706768,0.03607264906167984,-0.002519718836992979,-0.006438194774091244,0.011872421018779278,0.017545904964208603,-0.0006525911157950759,0.021786900237202644,0.0014968765899538994,0.016449162736535072,0.05771936848759651,-0.044198643416166306,-0.012069236487150192,0.03499539941549301,-0.02695690095424652,-0.04230010509490967,0.02252049557864666,0.03375322371721268,-0.04401800408959389,0.03217272460460663,-0.02922416850924492,-0.016023825854063034,-0.0025731013156473637,0.00846885610371828,-0.008729137480258942,0.007411946542561054,-0.01764611154794693,0.014123277738690376,0.0034034731797873974,-0.0013271622592583299,0.04429664835333824,0.017425701022148132,0.035122938454151154,0.07463528960943222,0.022360149770975113,-0.02838435396552086,0.041167743504047394,-0.03883809596300125,0.017088040709495544,-0.008554542437195778,-0.002129531465470791,-0.025390837341547012,-0.002014740603044629,-0.006670610513538122,0.02099417895078659,0.014142943546175957,0.010264763608574867,-0.00035330839455127716,0.025212887674570084,0.03254910930991173,0.006301087327301502,-0.006625400390475988,0.02367888018488884,-0.01876750960946083
9,"['puoi', 'dirmi', 'se', 'custom_name', 'nel', 'custom_area', 'è', 'spenta']",custom_name,0.22903972864151,-0.17847201228141785,-0.21514640748500824,-0.021714314818382263,-0.14465929567813873,-0.03675807639956474,-0.0842307060956955,0.08602022379636765,-0.0454670712351799,-0.01572021096944809,0.014440491795539856,-0.13624830543994904,-0.08912955969572067,0.08692906051874161,-0.000602043466642499,0.1499737799167633,0.011365971527993679,-0.16508689522743225,0.14716117084026337,-0.0686647891998291,0.00344878900796175,0.08409951627254486,-0.040101513266563416,-0.004641728475689888,-0.08376675099134445,-0.0974583625793457,0.06180340424180031,-0.04424266517162323,0.1033099964261055,0.0962359607219696,0.01950991153717041,0.08651026338338852,-0.06454864889383316,0.041265565901994705,0.033542290329933167,0.01472708210349083,0.06281916052103043,0.20452286303043365,-0.20626239478588104,-0.08027162402868271,0.0026078515220433474,0.029407570138573647,0.056880462914705276,0.014966403134167194,0.030798938125371933,0.07538865506649017,0.03539201617240906,0.040258415043354034,-0.019673805683851242,0.054016102105379105,0.059519317001104355,0.011024567298591137,-0.10054329037666321,0.008328502997756004,-0.07105739414691925,-0.01955042965710163,0.06151944771409035,-0.015281690284609795,-0.08357352018356323,-0.030213601887226105,0.04090593010187149,-0.008324512280523777,-0.015349685214459896,0.040540359914302826,-0.07536996155977249,-0.06557372957468033,0.05854194611310959,-0.015693364664912224,-0.01051746029406786,-0.08036332577466965,-0.015589109621942043,-0.004269481636583805,0.05802113190293312,-0.00902110617607832,0.044182948768138885,-0.04417981207370758,-0.0329054519534111,0.04041338711977005,0.005405672360211611,0.0838809385895729,0.04418027028441429,0.018297499045729637,-0.030203048139810562,-0.09023739397525787,-0.050732940435409546,-0.0708782821893692,-0.029593151062726974,-0.05824420601129532,-0.027607642114162445,0.030972760170698166,0.06146754324436188,-0.022573454305529594,-0.03424221649765968,-0.007049889769405127,0.1179485097527504,0.0367429256439209,-0.01813885197043419,0.06746097654104233,-0.045625507831573486,-0.0017685249913483858
