,Text,Domain,v_0,v_1,v_2,v_3,v_4,v_5,v_6,v_7,v_8,v_9,v_10,v_11,v_12,v_13,v_14,v_15,v_16,v_17,v_18,v_19,v_20,v_21,v_22,v_23,v_24,v_25,v_26,v_27,v_28,v_29,v_30,v_31,v_32,v_33,v_34,v_35,v_36,v_37,v_38,v_39,v_40,v_41,v_42,v_43,v_44,v_45,v_46,v_47,v_48,v_49,v_50,v_51,v_52,v_53,v_54,v_55,v_56,v_57,v_58,v_59,v_60,v_61,v_62,v_63,v_64,v_65,v_66,v_67,v_68,v_69,v_70,v_71,v_72,v_73,v_74,v_75,v_76,v_77,v_78,v_79,v_80,v_81,v_82,v_83,v_84,v_85,v_86,v_87,v_88,v_89,v_90,v_91,v_92,v_93,v_94,v_95,v_96,v_97,v_98,v_99
0,"['quali', 'persiane', 'chiuse', 'custom_area']",cover,0.11507195234298706,-0.022435693070292473,0.04396483674645424,0.0084541542455554,0.05767998844385147,-0.021458201110363007,0.13173657655715942,-0.01242209505289793,-0.0504031740128994,0.0229995958507061,-0.03341800719499588,-0.03578954190015793,0.033162422478199005,0.044968001544475555,0.03280976414680481,0.07938191294670105,0.03816062584519386,-0.018736381083726883,-0.033825986087322235,0.021682294085621834,0.029020750895142555,0.03216976672410965,0.010970765724778175,-0.021928558126091957,0.03106549009680748,-0.046453334391117096,0.009599007666110992,0.008735830895602703,-0.0012964541092514992,-0.0007163783302530646,-7.87359313108027e-05,0.038249190896749496,-0.023998502641916275,0.012434064410626888,0.0464828684926033,-0.020985610783100128,0.1384676992893219,0.15799888968467712,-0.09358244389295578,-0.12034419178962708,-0.04496879503130913,-0.033871863037347794,0.023672714829444885,0.029948368668556213,-0.01630212366580963,-0.07706659287214279,0.008035427890717983,0.0370132215321064,0.022868473082780838,-0.010597542859613895,-0.0005408250726759434,-0.005562976002693176,-0.03176776319742203,0.01977458968758583,-0.014720400795340538,0.00174107332713902,0.04558974876999855,-0.0467911958694458,-0.0021282602101564407,0.008222940377891064,-0.023163333535194397,-0.07242728769779205,-0.00647359061986208,0.019384175539016724,-0.04098081588745117,0.009772035293281078,-0.025577353313565254,0.004254507832229137,-0.02054915577173233,-0.016997426748275757,-0.058187395334243774,0.032391507178545,0.0013455282896757126,-0.02872520126402378,-0.02459976077079773,-0.008204491809010506,0.010657812468707561,0.042145706713199615,0.017689388245344162,0.025129176676273346,0.043577615171670914,-0.03286163508892059,-0.006535052787512541,-0.05378928408026695,0.018238749355077744,-0.052132729440927505,-0.014623387716710567,-0.0055179838091135025,-0.05257934704422951,0.01532221119850874,0.048180270940065384,-0.017145149409770966,-0.01839432492852211,0.031747277826070786,0.05162051320075989,0.01190014649182558,0.011155650950968266,-0.04263778030872345,0.029229408130049706,-0.002095157280564308
1,"['dimmi', 'quali', 'persiane', 'chiuse', 'custom_area']",cover,0.0884237289428711,-0.038765616714954376,0.034760482609272,0.019050247967243195,0.012396435253322124,-0.010662388056516647,0.10031137615442276,-0.010871948674321175,-0.0718897208571434,-0.010637620463967323,-0.012221025303006172,-0.06229684501886368,0.008895518258213997,0.01764388009905815,0.008240379393100739,0.12229777872562408,0.00683795427903533,-0.04636719077825546,-0.008923562243580818,0.010004697367548943,0.016114680096507072,0.031649716198444366,0.009098129346966743,-0.013856488279998302,0.010337693616747856,-0.048281095921993256,0.01105086226016283,0.005274842493236065,0.017485763877630234,0.01863754168152809,-0.018589837476611137,0.04873308911919594,-0.023181989789009094,0.0067982724867761135,0.024540971964597702,-0.008047601208090782,0.10614089667797089,0.18084149062633514,-0.11419478803873062,-0.08752752840518951,-0.040353260934352875,-0.03340199589729309,0.029496505856513977,0.0013847410446032882,-0.019180025905370712,-0.04206268861889839,-0.005235586781054735,0.03540509566664696,0.02951589785516262,0.0013912338763475418,0.003520865458995104,0.0164787620306015,-0.03018874302506447,0.026688942685723305,-0.00813206285238266,-0.005176798906177282,0.021973250433802605,-0.06551525741815567,-0.010288176126778126,-0.007691269274801016,-0.014718974009156227,-0.05908100679516792,-0.01396259106695652,0.018588554114103317,-0.039811957627534866,-0.006138949654996395,-0.009275518357753754,0.03442961722612381,-0.01221984438598156,-0.032952047884464264,-0.05322234705090523,0.02249300852417946,0.009157424792647362,-0.030010536313056946,-0.012445702217519283,-0.010068804956972599,-0.021465269848704338,0.007879399694502354,-0.005753134377300739,0.002201052848249674,0.053864650428295135,-0.002688739448785782,-0.03051544725894928,-0.04606446623802185,-0.009371467866003513,-0.06472132354974747,-0.02161923237144947,-0.011771954596042633,-0.03810307756066322,0.02230348065495491,0.048881109803915024,0.023015864193439484,-0.008616012521088123,0.021608412265777588,0.08203772455453873,0.0011686686193570495,0.014871867373585701,-0.04282240942120552,0.04759636148810387,-0.028732841834425926
2,"['porta', 'custom_area', 'aperta']",cover,0.12775571644306183,0.03774802014231682,-0.017048759385943413,-0.0052493177354335785,0.038942743092775345,0.06459670513868332,-0.005978195462375879,0.09984403103590012,-0.004309403244405985,0.015486367046833038,0.010316029191017151,-0.001404219656251371,0.008344565518200397,0.05922754108905792,-0.011171362362802029,0.10779613256454468,0.029082080349326134,0.004501956049352884,-0.0042991130612790585,-0.036250241100788116,0.045968275517225266,-0.011096921749413013,-0.0825762078166008,-0.024136178195476532,0.04811839386820793,-0.020795488730072975,-0.017819719389081,-0.028452077880501747,0.02794121764600277,0.05204861983656883,-0.006053839344531298,-0.001439156592823565,-0.01339299138635397,-0.016901062801480293,0.0019123908132314682,0.00862592738121748,0.10085270553827286,0.1934196501970291,-0.12317613512277603,-0.0777471661567688,0.0009370173211209476,0.002629730850458145,0.010925918817520142,0.009062682278454304,0.020827146247029305,-0.05252504348754883,0.005419289693236351,0.038441505283117294,0.030806122347712517,-0.03347691148519516,-0.0136343939229846,-0.05060160532593727,-0.046457886695861816,-0.00820927508175373,-0.023636171594262123,0.024902552366256714,0.024926595389842987,-0.007542555686086416,-0.009309372864663601,0.07240746170282364,-0.010021214373409748,-0.0704253539443016,-0.03850417211651802,-0.0004442326899152249,-0.0913553535938263,0.020388906821608543,-0.048568278551101685,-0.03988173231482506,0.03286426141858101,0.031892865896224976,-0.022029435262084007,0.03927122429013252,-0.01699918322265148,0.02319779433310032,0.03527537360787392,-0.007869984023272991,0.02285940945148468,0.008026042021811008,-0.008394874632358551,0.030435027554631233,0.019434941932559013,-0.023038774728775024,0.0439331941306591,-0.043984491378068924,-0.016703657805919647,-0.03898286819458008,-0.03731151297688484,0.012742546387016773,-0.004311090800911188,-0.009972569532692432,0.006769336760044098,0.004082554951310158,0.04436294361948967,0.028848083689808846,0.06629996746778488,0.02369401603937149,-0.016016865149140358,-0.01429416611790657,0.04094238206744194,-0.014713955111801624
3,"['dimmi', 'chiuse', 'tapparelle', 'custom_area']",cover,0.02288695052266121,-0.05173352360725403,0.023513901978731155,0.01527824904769659,-0.01619291678071022,0.008844934403896332,0.05431010574102402,0.024235881865024567,-0.04538280516862869,-0.03794214501976967,-0.011159349232912064,-0.05293846130371094,0.00280118640512228,0.014423172920942307,0.003108188509941101,0.14574608206748962,0.00693473219871521,-0.027656693011522293,-0.004645913373678923,0.007792249321937561,0.023898456245660782,0.0508171021938324,0.002804010873660445,-0.008609643206000328,0.006147279404103756,-0.024535495787858963,-0.007311598863452673,-0.00995470117777586,0.0017190836369991302,0.015418839640915394,-0.0468907505273819,0.06281396746635437,-0.020380111411213875,0.017465662211179733,0.040738120675086975,-0.009358232840895653,0.0867646187543869,0.16617301106452942,-0.10614091902971268,-0.052714765071868896,-0.017796970903873444,-0.016823850572109222,0.018357470631599426,0.0021405117586255074,-0.028960609808564186,-0.0340723842382431,-0.030170710757374763,0.03306226804852486,0.047554995864629745,-0.000537907297257334,0.005916512105613947,0.00566452369093895,-0.024519002065062523,0.03067200630903244,-0.006609654985368252,0.0023180360440164804,0.015589316375553608,-0.04992089420557022,-0.020080460235476494,0.003656065557152033,-0.014621622860431671,-0.045570358633995056,-0.026055030524730682,0.006021579261869192,-0.03614749759435654,-0.0036513162776827812,-0.019000105559825897,0.04692269489169121,-0.008337938226759434,-0.021205559372901917,-0.0393669418990612,0.03754039481282234,0.0036826557479798794,-0.023419121280312538,-0.021573614329099655,-0.02405073679983616,-0.021465951576828957,-0.023161999881267548,-0.013726023957133293,-0.0045406995341181755,0.03595959022641182,0.01584545522928238,-0.0385788232088089,-0.03486289829015732,-0.0137338163331151,-0.06356654316186905,-0.020451031625270844,-0.03571365401148796,-0.01772448793053627,0.019467435777187347,0.044704485684633255,0.038839567452669144,0.00119383679702878,0.009641580283641815,0.07486525177955627,-0.0047331321984529495,0.02822953090071678,-0.024398114532232285,0.03979342430830002,-0.03803163021802902
4,"['tenda', 'aperta', 'custom_area']",cover,0.11222883313894272,0.01894545368850231,0.0003790209593717009,0.0093572111800313,0.04181427136063576,0.05141912400722504,-0.011812161654233932,0.13654662668704987,-0.004143834114074707,0.03382270783185959,0.01636548899114132,0.014073171652853489,0.03417791798710823,0.03011195920407772,-0.00855328794568777,0.11859811097383499,0.021328283473849297,-0.010659143328666687,-0.0014195721596479416,-0.049024779349565506,0.0777297243475914,0.019216347485780716,-0.0677742063999176,-0.056243445724248886,0.05782625079154968,0.011030676774680614,-0.03164774924516678,-0.032050278037786484,0.010759788565337658,0.0101222088560462,-0.04930249974131584,-0.04781736433506012,0.007734446320682764,0.012234795838594437,-0.017544355243444443,0.002338491380214691,0.1425221711397171,0.19260863959789276,-0.09072262048721313,-0.08753354102373123,0.007519790902733803,-0.012794737704098225,0.019220983609557152,0.03064119815826416,0.03679951652884483,-0.07038608938455582,-0.007884507067501545,0.008366617374122143,0.03846568614244461,-0.02253101021051407,0.015653088688850403,-0.015207722783088684,-0.04196034371852875,-0.011788137257099152,-0.06991588324308395,0.051565688103437424,0.015847643837332726,-0.001363709568977356,-0.03402969613671303,0.05566580593585968,-0.03974213823676109,-0.08103010058403015,-0.03770250827074051,-0.009020461700856686,-0.08246218413114548,0.03166893497109413,-0.02628856897354126,-0.06337225437164307,0.027107462286949158,0.03628545626997948,-0.04309744015336037,0.027446405962109566,-0.02030303329229355,0.013447806239128113,0.06585986167192459,-0.05901972949504852,0.006634582299739122,0.00916768703609705,-0.026799000799655914,0.03787917271256447,0.018109865486621857,-0.03332434222102165,0.0314505510032177,-0.041018761694431305,0.015288683585822582,-0.03224210441112518,-0.016526037827134132,0.018637802451848984,0.0006824421579949558,0.011000397615134716,0.024575551971793175,0.010583758354187012,-0.004533612634986639,0.025331037119030952,0.044623058289289474,-0.0030286824330687523,-0.0013126333942636847,-0.002519739791750908,0.03181228041648865,-0.02697467990219593
5,"['dimmi', 'cancelli', 'aperti']",cover,0.06672827154397964,-0.07010972499847412,0.0447058267891407,0.020457111299037933,-0.028983773663640022,0.05946866050362587,0.07890511304140091,-0.004318147897720337,-0.057134468108415604,-0.07170785218477249,0.02487722598016262,-0.10730483382940292,0.006627240683883429,-0.01686394028365612,-0.07249096781015396,0.11007683724164963,-0.022801542654633522,-0.033841442316770554,0.060842204838991165,-0.07472408562898636,0.022780103608965874,0.03550787642598152,-0.053106918931007385,-0.03994663432240486,-0.032168030738830566,-0.03747403994202614,-0.005538199096918106,-0.05771892890334129,0.05050760880112648,0.04522047936916351,-0.07801037281751633,0.05710981786251068,-0.04154226556420326,-0.02070637233555317,-0.02500450611114502,-0.0051949103362858295,0.06342212110757828,0.1910485029220581,-0.13947169482707977,-0.06064767763018608,-0.0365261547267437,-0.049850184470415115,0.00688119838014245,-0.039251964539289474,-0.025314440950751305,0.012621053494513035,-0.023964082822203636,0.03867493197321892,0.027914918959140778,0.02289951778948307,0.016958793625235558,0.03182372823357582,-0.019232936203479767,0.04839574173092842,0.005553958937525749,-0.03181392699480057,0.01535576581954956,-0.03380902111530304,-0.0418563187122345,0.030507812276482582,-0.006331888493150473,-0.021017717197537422,-0.01358117163181305,0.03085259161889553,-0.06621545553207397,-0.03286111727356911,-3.146628614558722e-06,0.08378814905881882,0.021670954301953316,-0.038707178086042404,-0.04005284979939461,0.0244032833725214,0.006140893790870905,0.0350201316177845,0.011104236356914043,-0.010730299167335033,-0.07445796579122543,0.0025290001649409533,-0.012440580874681473,-0.014965425245463848,0.03652598336338997,0.02221859246492386,-0.03377629071474075,-0.03678015246987343,-0.03204432502388954,-0.07722263783216476,-0.036738839000463486,-0.005283876787871122,-0.005835374351590872,-0.032301563769578934,0.041030462831258774,0.06666826456785202,0.036479849368333817,0.01606551557779312,0.08830386400222778,-0.0104917511343956,0.019997360184788704,-0.03212808445096016,0.05777506157755852,-0.05821335315704346
6,"['puoi', 'aprire', 'tutte', 'tende', 'custom_area']",cover,0.16138027608394623,-0.07924240082502365,-0.02834777534008026,0.05927511304616928,0.006850826554000378,0.07417616248130798,0.05579908937215805,0.03169998526573181,-0.046545423567295074,-0.020638592541217804,-0.02797253057360649,0.0032928339205682278,0.003824590938165784,0.019836969673633575,0.04690444469451904,0.07561929523944855,-0.03132295235991478,-0.012838279828429222,0.0681193396449089,-0.0008304606890305877,0.07530349493026733,0.05542600154876709,-0.0403641015291214,0.03740086406469345,0.04787776619195938,-0.03858009725809097,0.08162128925323486,-0.005874820984899998,-0.000911491340957582,-0.00015623672516085207,0.005158513318747282,0.08209775388240814,-0.04720368608832359,0.021074162796139717,-0.013575124554336071,0.04327591136097908,0.10732539743185043,0.2345748394727707,-0.23507921397686005,-0.07183963805437088,-0.027584711089730263,-0.007720879279077053,-0.034378230571746826,-0.0034021467436105013,-0.034093182533979416,-0.083408422768116,-0.013774655759334564,-0.002677337033674121,-0.02295844629406929,-0.015289753675460815,0.0038413223810493946,-0.009613770060241222,-0.02841756120324135,0.014928951859474182,-0.024910058826208115,0.01074256282299757,0.04094034433364868,0.005466979928314686,0.030085880309343338,0.028638670220971107,-0.04678698629140854,-0.09623744338750839,0.019642453640699387,0.04089506343007088,-0.09428215026855469,0.04567469656467438,-0.016477903351187706,-0.039423856884241104,-0.01283352356404066,-0.0009691454470157623,-6.778501119697466e-05,0.023549120873212814,0.024776484817266464,0.010958613827824593,0.004206026904284954,-0.0013716677203774452,0.0009905409533530474,0.023024385794997215,-0.007071538828313351,0.012856868095695972,0.010645344853401184,-0.01625848188996315,-0.01696467399597168,-0.00663544237613678,0.0028587249107658863,-0.07200226932764053,-0.03729167953133583,0.006722318474203348,-0.010076874867081642,0.03402271494269371,0.012223253957927227,-0.004020012449473143,-0.009676488116383553,0.029574867337942123,0.09210651367902756,0.031017586588859558,-0.01867709308862686,0.01700269989669323,0.003570965025573969,-0.046307772397994995
7,"['puoi', 'dirmi', 'saracinesche', 'aperte']",cover,0.11932100355625153,-0.08967560529708862,-0.018884243443608284,0.051439907401800156,-0.046069204807281494,0.07585911452770233,0.06957511603832245,0.02260754629969597,-0.029767032712697983,-0.07590442150831223,-0.030402114614844322,-0.046824488788843155,-0.0037016223650425673,-0.0063665276393294334,0.06584299355745316,0.1145307719707489,-0.04670435190200806,-0.00829512719064951,0.07181061059236526,0.0004295492544770241,0.048241980373859406,0.06744591891765594,-0.01405690610408783,0.003429468721151352,0.031224824488162994,-0.052391745150089264,0.03627791255712509,-0.049272071570158005,-0.02273576147854328,0.02992531843483448,0.009549340233206749,0.06779767572879791,-0.039217278361320496,-9.72207635641098e-05,0.007261661812663078,0.01626751571893692,0.07093973457813263,0.2181016206741333,-0.2065502107143402,-0.12330113351345062,-0.010629961267113686,-0.011794572696089745,-0.004488239996135235,-0.03823597729206085,-0.05549655854701996,-0.08594202995300293,-0.023781826719641685,-0.00654252152889967,-0.026977259665727615,0.020635534077882767,0.018355241045355797,0.01318575069308281,-0.036772169172763824,0.026010282337665558,-0.020461134612560272,0.005847840569913387,0.03801123797893524,0.011848843656480312,0.01972528174519539,0.004153920337557793,-0.006553712300956249,-0.06207715719938278,0.019236352294683456,0.041596148163080215,-0.05915069952607155,0.023399878293275833,-0.00507405586540699,0.022225167602300644,-0.02896827459335327,-0.01149660348892212,-0.005763811059296131,0.028691789135336876,0.02863260544836521,-0.013442582450807095,0.014410760253667831,-0.033950597047805786,-0.010193505324423313,0.022940248250961304,-0.004645395092666149,0.011626577004790306,0.029453780502080917,-0.003973236307501793,-0.042053017765283585,-0.010669860057532787,0.004200867377221584,-0.08071889728307724,-0.06867000460624695,-0.02342820167541504,-0.016965610906481743,0.01154863927513361,0.030957527458667755,0.01354298833757639,-0.01108278427273035,0.041880153119564056,0.11123545467853546,-0.0018695162143558264,0.012784025631844997,0.04992159456014633,0.01821383647620678,-0.03339298814535141
8,"['potresti', 'aprire', 'finestra']",cover,0.10964242368936539,-0.03776908665895462,-0.032402608543634415,0.04246215149760246,-0.007175566628575325,0.0876501277089119,-0.009440302848815918,0.04738086089491844,0.007575856987386942,-0.025250250473618507,-0.02037249691784382,-0.002658879617229104,0.027412528172135353,-0.028520220890641212,0.008727571927011013,0.0644543245434761,-0.04404155910015106,0.030325358733534813,0.0699339359998703,-0.023713231086730957,0.05121251940727234,0.04826216772198677,-0.07000602036714554,-0.0017987439641728997,0.013895955868065357,-0.001263102632947266,0.00986125972121954,-0.0021702051162719727,0.043807726353406906,0.03228627145290375,0.0044099376536905766,0.03373648598790169,-0.03654896467924118,-0.0044441488571465015,-0.002570105018094182,0.01790609024465084,0.10309945791959763,0.16111518442630768,-0.16944599151611328,-0.0669497400522232,-0.010281826369464397,-0.002675127936527133,-0.04125842824578285,-0.01284090057015419,-0.008744076825678349,-0.049887269735336304,-0.020366545766592026,-0.0032161984127014875,-0.022647814825177193,-0.03246632218360901,-0.0262824147939682,-0.02348215878009796,-0.025548554956912994,-0.01996375434100628,-0.005987531039863825,0.004611981566995382,0.02103259414434433,0.009050770662724972,0.018120117485523224,0.004003862850368023,-0.0018533290131017566,-0.05546111986041069,0.00866871327161789,-0.00626365328207612,-0.0774051621556282,0.048021286725997925,0.0037707388401031494,-0.028904439881443977,-0.007711002603173256,0.020010169595479965,-0.017209479585289955,0.06016688421368599,0.002870008582249284,-0.004526945296674967,0.006524534896016121,-0.025623654946684837,0.03766198083758354,-0.0025573926977813244,-0.0021371820475906134,0.006037022918462753,0.013023599982261658,-0.011804942041635513,-0.01718156598508358,-0.010992766357958317,0.005762382876127958,-0.07411652058362961,-0.03723110631108284,0.010790333151817322,0.00381325907073915,0.01760728470981121,-0.010345070622861385,0.008618819527328014,0.017018288373947144,0.02390623837709427,0.03610667586326599,0.051017895340919495,-0.012957186438143253,0.008883015252649784,-0.014936554245650768,-0.03463657200336456
9,"['quali', 'tende', 'sole', 'chiuse']",cover,0.209967240691185,-0.03545220196247101,0.06280532479286194,0.03930575028061867,0.06568948924541473,-0.009912751615047455,0.1382705569267273,0.05516564100980759,-0.06448277086019516,0.0043969233520329,-0.02862914465367794,-0.000761886709369719,0.0013919100165367126,0.08295585960149765,-0.006510069593787193,0.10153406113386154,0.05568496882915497,-0.02216479182243347,0.016129817813634872,0.008176853880286217,0.023376330733299255,0.03317326307296753,0.014459861442446709,-0.056053854525089264,0.04172917455434799,-0.07162691652774811,0.07549406588077545,-0.012360953725874424,-0.03432317450642586,9.54093411564827e-05,-0.03216934576630592,0.0692167580127716,-0.0029641252476722,0.017840173095464706,0.06631682068109512,-0.007096857763826847,0.13938505947589874,0.217154398560524,-0.19263823330402374,-0.1444912850856781,-0.06639786064624786,-0.011587667278945446,0.03954281657934189,0.047878362238407135,-0.023622818291187286,-0.08765611052513123,0.0006803544238209724,-0.023404065519571304,-0.0029964251443743706,-0.0031852470710873604,0.03727881237864494,0.02248331345617771,-0.026837807148694992,0.02454894781112671,-0.014834189787507057,0.057097237557172775,0.04495152086019516,-0.07223019748926163,-0.02394789457321167,-0.0002271495759487152,-0.03128984570503235,-0.0825992301106453,-0.010830022394657135,0.01254246011376381,-0.05071267485618591,0.038098666816949844,-0.03506049886345863,-0.03406849130988121,0.015906861051917076,-0.02881920337677002,-0.05479254946112633,0.012442889623343945,0.00415348494425416,-0.03206297755241394,-0.0054615396074950695,-0.037370335310697556,-0.038983650505542755,0.06608439981937408,0.01114329881966114,-0.0011284248903393745,0.037721186876297,-0.03154488280415535,0.01865478791296482,-0.05820808932185173,0.020426509901881218,-0.07189738750457764,0.008814622648060322,-0.011047747917473316,-0.020818762481212616,0.02554755099117756,0.04465539753437042,-0.02880052849650383,-0.048220470547676086,0.02571549452841282,0.06982408463954926,0.016055049374699593,-0.03524960204958916,-0.02154782973229885,0.010449306108057499,-0.012114082463085651
