,Text,Name,v_0,v_1,v_2,v_3,v_4,v_5,v_6,v_7,v_8,v_9,v_10,v_11,v_12,v_13,v_14,v_15,v_16,v_17,v_18,v_19,v_20,v_21,v_22,v_23,v_24,v_25,v_26,v_27,v_28,v_29,v_30,v_31,v_32,v_33,v_34,v_35,v_36,v_37,v_38,v_39,v_40,v_41,v_42,v_43,v_44,v_45,v_46,v_47,v_48,v_49,v_50,v_51,v_52,v_53,v_54,v_55,v_56,v_57,v_58,v_59,v_60,v_61,v_62,v_63,v_64,v_65,v_66,v_67,v_68,v_69,v_70,v_71,v_72,v_73,v_74,v_75,v_76,v_77,v_78,v_79,v_80,v_81,v_82,v_83,v_84,v_85,v_86,v_87,v_88,v_89,v_90,v_91,v_92,v_93,v_94,v_95,v_96,v_97,v_98,v_99
0,"['spenta', 'custom_name', 'custom_area']",custom_name,0.04849706217646599,0.01422299537807703,-0.04608077183365822,-0.004252265673130751,0.004983434919267893,0.027890294790267944,-0.005467809736728668,0.07275057584047318,-0.04566529393196106,-0.0017787792021408677,0.005249604117125273,0.016073202714323997,0.002794034779071808,0.07928606867790222,0.006114670541137457,0.07661735266447067,0.04271256551146507,-0.017404897138476372,-0.02005024254322052,-0.014683905057609081,0.0109565993770957,0.008269782178103924,-0.03533076494932175,0.001592914224602282,0.011927190236747265,-0.001589228049851954,-0.05091472342610359,-0.01823686622083187,0.05987498164176941,0.023454876616597176,-0.02313789166510105,0.03859843313694,-0.012906086631119251,-0.02402888797223568,0.033406440168619156,-0.021583080291748047,0.09498480707406998,0.1364356428384781,-0.06557773798704147,-0.07625944167375565,-0.01616835407912731,-0.004923849832266569,-0.0028480140026658773,0.01895490102469921,0.013665477745234966,-0.0823725089430809,-0.024263815954327583,0.05321330204606056,0.019405772909522057,0.003941169008612633,-0.000449219107395038,0.028407329693436623,0.0002779444621410221,-0.0026917436625808477,-0.02888701669871807,0.03620900586247444,0.03196704760193825,-0.01827976480126381,-0.031100483611226082,0.04116286709904671,-0.022051015868782997,-0.053833793848752975,-0.008134924806654453,0.02300064079463482,-0.045567795634269714,0.03145219013094902,-0.019778236746788025,0.007625242229551077,-0.006973674055188894,0.012664278037846088,-0.0014894139021635056,0.010086007416248322,-0.0022490762639790773,0.03125598654150963,-0.028391972184181213,-0.0013367874780669808,0.0017633283277973533,-0.007712085265666246,0.014707088470458984,0.03079821728169918,0.023443803191184998,-0.03742887079715729,-0.01225071121007204,-0.037100110203027725,0.0036510855425149202,-0.005748694762587547,0.030592642724514008,-0.050952617079019547,0.02589917741715908,0.0183512382209301,0.03654288128018379,-0.005710845813155174,-0.021215317770838737,0.0017462116666138172,0.052250128239393234,-0.02031729742884636,0.030888469889760017,-0.02173781581223011,0.036329109221696854,0.0010964913526549935
1,"['puoi', 'dirmi', 'accesa', 'custom_name', 'custom_area']",custom_name,0.09641061723232269,-0.04835508391261101,-0.07705269008874893,0.044967494904994965,-0.050586067140102386,0.07019083201885223,-0.0002116870164172724,0.04519613832235336,-0.04986080899834633,-0.06023132801055908,0.00013360338925849646,-0.028622925281524658,-0.018268253654241562,0.01956046186387539,0.043637797236442566,0.09795017540454865,-0.04082925617694855,-0.033241741359233856,0.06038470193743706,-0.01069983933120966,0.04909444972872734,0.05075480788946152,-0.057483475655317307,0.012519235722720623,0.018598999828100204,-0.031163310632109642,-0.02079058066010475,-0.02325458824634552,0.03739718720316887,0.04215587303042412,0.002068237867206335,0.039131492376327515,-0.04107707366347313,-0.029173847287893295,-0.008649839088320732,0.016526993364095688,0.07531911134719849,0.21419081091880798,-0.17280791699886322,-0.08946351706981659,-0.0123537452891469,-0.014508262276649475,-0.013931944966316223,-0.02956336736679077,-0.006250226404517889,-0.09170755743980408,-0.011257259175181389,0.01807003654539585,-0.037007708102464676,0.015977337956428528,0.003049812512472272,0.023230373859405518,-0.013571174815297127,0.0032652881927788258,-0.025468718260526657,0.008952715434134007,0.02828378602862358,0.004880180582404137,0.0042582168243825436,0.0003905571938958019,-0.002951121423393488,-0.07498067617416382,0.01815972849726677,0.045755159109830856,-0.06820984184741974,0.04658167064189911,-3.756936712306924e-05,0.007374594919383526,-0.009079216979444027,-0.025503039360046387,0.009930705651640892,0.012777182273566723,0.006406138651072979,0.000421042408561334,0.017024433240294456,-0.02860475704073906,0.0021874394733458757,0.005649150349199772,0.009489411488175392,0.019452622160315514,0.030002107843756676,-0.0034192674793303013,-0.02111755684018135,-0.010050339624285698,0.005440039094537497,-0.03629140928387642,-0.0439118929207325,-0.033337872475385666,0.006139182485640049,0.03715231269598007,0.041977353394031525,0.021695584058761597,-0.0077883219346404076,0.023962926119565964,0.11238999664783478,0.008521823212504387,0.027894115075469017,0.035775043070316315,0.03287291154265404,-0.030295317992568016
2,"['puoi', 'dirmi', 'qual', 'stato', 'custom_name']",custom_name,0.15684816241264343,-0.03796432539820671,-0.09003929048776627,0.008694414980709553,-0.06348420679569244,0.07557378709316254,-0.07799606025218964,0.024431519210338593,-0.07329628616571426,-0.08537544310092926,-0.0001289561332669109,-0.06582741439342499,0.0006253113970160484,0.03800080344080925,0.029436752200126648,0.06646819412708282,-0.09201780706644058,-0.0557197630405426,0.1009921059012413,-0.004912423435598612,0.04262833297252655,0.02426918037235737,-0.03205765038728714,-0.0010016114683821797,-0.003537864191457629,-0.06291349977254868,0.006181546486914158,-0.01251074206084013,0.03571716696023941,0.051638584583997726,0.038827769458293915,0.05244952440261841,-0.046231307089328766,-0.009084990248084068,-0.0169355645775795,0.0012967379298061132,0.11686114966869354,0.2160179167985916,-0.2748259902000427,-0.0819232314825058,-0.023184623569250107,-0.011652488261461258,0.010148219764232635,-0.05816475674510002,-0.019581416621804237,-0.11426730453968048,0.020742174237966537,0.004766632802784443,-0.038043953478336334,0.027168747037649155,0.0042753564193844795,0.0628824234008789,-0.02285550720989704,-0.006686628796160221,-0.03646668419241905,-0.002564389258623123,0.03432157635688782,0.024458983913064003,0.015085436403751373,-0.041260212659835815,-0.00024890751228667796,-0.06729529052972794,0.04686068743467331,0.03804008290171623,-0.0508846752345562,0.04556862637400627,0.021066784858703613,-0.021508635953068733,-0.04047948867082596,-0.052390776574611664,-0.011348241940140724,0.007805701345205307,0.06214747577905655,-0.027217548340559006,0.00568882841616869,-0.0018505224725231528,-0.0009671494481153786,-0.020374853163957596,-0.006184141151607037,0.05892863869667053,0.03847796469926834,-0.010697646997869015,-0.05353587120771408,-0.009514689445495605,0.006307846400886774,-0.040312666445970535,-0.015783362090587616,-0.022280463948845863,-0.02171441912651062,0.04668198525905609,0.029239201918244362,0.0240902379155159,-0.027633849531412125,0.005410286597907543,0.12292572110891342,0.014947429299354553,0.007338323630392551,0.04246954619884491,0.019161390140652657,-0.01129070296883583
3,"['puoi', 'dirmi', 'custom_name', 'custom_area', 'accese']",custom_name,0.09206797927618027,-0.05269259959459305,-0.06202825903892517,0.044720083475112915,-0.04010774567723274,0.050936341285705566,0.04498456045985222,0.027245912700891495,-0.05863158032298088,-0.055492155253887177,-0.009904805570840836,-0.046972233802080154,-0.0034315555822104216,0.01707368716597557,0.05422813445329666,0.08905879408121109,-0.03653924912214279,-0.022134285420179367,0.052463091909885406,0.008025518618524075,0.04315950348973274,0.0638650506734848,-0.03055647574365139,0.012320122681558132,0.027737855911254883,-0.052011728286743164,-0.008384971879422665,-0.014269063249230385,0.011719977483153343,0.03444971889257431,-0.0008043966954573989,0.05091739445924759,-0.04613672196865082,-0.025906022638082504,0.00020790993585251272,0.010580988600850105,0.07939298450946808,0.20791247487068176,-0.1735679656267166,-0.09240654855966568,-0.023942500352859497,-0.012292558327317238,-0.014530697837471962,-0.026354560628533363,-0.027055228129029274,-0.08826156705617905,-0.009305229410529137,0.010368172079324722,-0.035233113914728165,0.014135612174868584,0.012522289529442787,0.027964621782302856,-0.0023123964201658964,0.003296916838735342,-0.01435068529099226,0.012975302524864674,0.029266631230711937,-0.010632281191647053,0.010439327917993069,0.0019432276021689177,-0.004365711007267237,-0.07030924409627914,0.02288219705224037,0.04160367697477341,-0.06818928569555283,0.04660546034574509,-0.0056609176099300385,0.017795201390981674,-0.016822371631860733,-0.026221105828881264,0.0037441556341946125,0.01174703985452652,0.014525349251925945,0.006050506606698036,0.011842450127005577,-0.029756909236311913,0.005324480589479208,0.005564574152231216,0.011068849824368954,0.00953510869294405,0.02691277489066124,-0.010220354422926903,-0.02445201203227043,-0.019893160089850426,0.00608772411942482,-0.049865953624248505,-0.043199602514505386,-0.03256915509700775,-0.003826867090538144,0.03254838287830353,0.030582010746002197,0.021693091839551926,-0.0044652437791228294,0.028962159529328346,0.1051117554306984,0.009550796821713448,0.02262013778090477,0.022745097056031227,0.02781161665916443,-0.028172526508569717
4,"['custom_name', 'accesa']",custom_name,0.0984993726015091,0.006438238546252251,-0.047366686165332794,0.012968340888619423,-0.003833896480500698,0.02630910463631153,-0.02208023890852928,0.07304594665765762,-0.023304946720600128,0.0023398888297379017,0.023072969168424606,0.019989769905805588,-0.0157831571996212,0.06519560515880585,0.004981034900993109,0.08801457285881042,0.023625561967492104,0.004150628577917814,-0.026504043489694595,0.002542826347053051,0.04549311846494675,0.040085989981889725,-0.0651947483420372,-0.016563469544053078,0.025150790810585022,-0.006082448642700911,-0.0584295317530632,0.00018897093832492828,0.051469385623931885,0.04269767552614212,-0.015044338069856167,0.0015104232588782907,-0.015247615054249763,-0.023364165797829628,0.062437307089567184,0.04036547616124153,0.09245184063911438,0.1324051022529602,-0.0975802093744278,-0.06976956129074097,0.018845152109861374,-0.026111502200365067,0.004514396656304598,0.0013661864213645458,0.02568770945072174,-0.08668582141399384,-0.013499412685632706,0.05919567495584488,-0.009413382969796658,0.009128125384449959,0.0018532373942434788,-0.005969949997961521,-0.0029431080911308527,0.004631913732737303,-0.026354677975177765,0.03370974585413933,0.05058716982603073,0.01023579016327858,-0.03651531785726547,0.014074571430683136,-0.011794223450124264,-0.056675851345062256,-0.024681828916072845,0.01200191117823124,-0.014206184074282646,0.045492906123399734,-0.02530020661652088,0.008310715667903423,0.026664715260267258,0.011995164677500725,0.021832624450325966,-0.004110339097678661,-0.055367447435855865,0.013410061597824097,0.002655582269653678,-0.03762181103229523,0.011454110033810139,0.028290336951613426,0.03377658873796463,0.0344109870493412,0.03345813229680061,-0.011361895129084587,0.006351904943585396,-0.025102384388446808,-0.0005523813888430595,0.005724929738789797,0.005841818172484636,-0.03814784809947014,0.04735374450683594,0.04564356431365013,0.06970664113759995,-0.0003309822641313076,0.006019937805831432,0.028245527297258377,0.059670545160770416,0.006015309132635593,-0.0026975851505994797,0.008778231218457222,0.056088805198669434,0.0063656289130449295
5,"['custom_name', 'acceso']",custom_name,0.08357599377632141,-0.009516759775578976,-0.04571028798818588,0.006638949736952782,0.012055670842528343,0.033012304455041885,-0.021996475756168365,0.0880545973777771,-0.03466207534074783,-0.02170047163963318,-0.004073394928127527,-0.047049883753061295,0.03735271468758583,0.0893101915717125,-0.011305970139801502,0.01573433168232441,0.0025478482712060213,0.010884508490562439,0.0031641668174415827,0.0010117189958691597,0.01810586079955101,0.047703273594379425,-0.026530588045716286,-0.055483605712652206,0.034071486443281174,-0.046834856271743774,-0.010661320760846138,0.022077251225709915,0.033384986221790314,0.019193489104509354,0.0005377586930990219,0.023403413593769073,-0.02149716205894947,-0.011154962703585625,0.07355105131864548,0.017488252371549606,0.09536518901586533,0.0786980614066124,-0.11355239152908325,-0.08357279002666473,-0.00535343773663044,-0.01686040312051773,0.014845309779047966,-0.005620690993964672,0.020755499601364136,-0.0862283930182457,-0.03419353440403938,0.05910258740186691,-0.015179387293756008,-0.008530503138899803,0.010783153586089611,0.010470064356923103,-0.0051506320014595985,0.012951690703630447,0.0017760219052433968,0.06169167160987854,0.054838627576828,-0.014105665497481823,-0.0362543910741806,0.021852964535355568,-0.024270862340927124,-0.040175534784793854,-0.003865147242322564,0.0002797134220600128,-0.03883742913603783,0.03522832319140434,-0.01431785523891449,0.025367747992277145,0.01068946998566389,-0.028209997341036797,0.017053576186299324,-0.006359156221151352,-0.040506333112716675,0.034703467041254044,-0.021879255771636963,-0.018707817420363426,0.0011948132887482643,-0.0010553760221228004,0.002636544406414032,0.030890867114067078,0.02427584119141102,-0.019092779606580734,0.0012863008305430412,-0.015205826610326767,0.02461831271648407,0.0025749187916517258,0.009632023051381111,-0.03312183916568756,0.033908404409885406,0.053012534976005554,0.06649097055196762,-0.018689844757318497,0.0032292830292135477,0.02896045707166195,0.033098090440034866,0.01701080985367298,-0.011559156700968742,-0.010032691061496735,0.018528630957007408,0.005284945480525494
6,"['spenta', 'custom_name']",custom_name,0.06831564754247665,0.021168198436498642,-0.04098428785800934,-0.007618699688464403,-0.0067959679290652275,0.02082386612892151,-0.01897602528333664,0.09455610066652298,-0.03144342452287674,-0.005370826460421085,0.009677490219473839,0.05132882669568062,-0.012150509282946587,0.08147585391998291,-0.0053915102034807205,0.09100081771612167,0.03378838300704956,-0.010047513991594315,-0.026556866243481636,-0.011989206075668335,-0.003670906648039818,0.020197222009301186,-0.0477733239531517,-0.007527773268520832,0.0029467144049704075,0.007681339979171753,-0.0674598291516304,-0.041365597397089005,0.06560975313186646,0.03812149167060852,-0.03593944385647774,0.04190875589847565,-0.0003360006958246231,-0.03712201863527298,0.06002258136868477,-0.022492989897727966,0.07988957315683365,0.1299561709165573,-0.08737444877624512,-0.07677319645881653,-0.015620491467416286,0.012325572781264782,-0.006823935080319643,0.0023707617074251175,0.005373677238821983,-0.07313987612724304,-0.037366509437561035,0.05800416320562363,0.014109303243458271,0.006467007100582123,0.0061695268377661705,0.037128597497940063,0.001517561380751431,0.0049290102906525135,-0.027992743998765945,0.05956817418336868,0.04131675884127617,-0.012467185966670513,-0.04468696191906929,0.04323025792837143,-0.011548152193427086,-0.026303302496671677,-0.006816761568188667,0.008735251612961292,-0.023285210132598877,0.02487606555223465,-0.026155561208724976,0.022270603105425835,-0.0037886369973421097,0.007276175543665886,0.013349451124668121,0.014353819191455841,-0.014163147658109665,0.044984444975852966,-0.040664318948984146,0.001290652435272932,-0.008422141894698143,0.009257405065000057,0.028080442920327187,0.022501496598124504,0.03055759146809578,-0.03705444186925888,-0.030246660113334656,-0.04503569006919861,-0.00933206919580698,-0.002572908066213131,0.04523750767111778,-0.05813001096248627,0.04767020419239998,0.03154252469539642,0.04624808579683304,-0.02125423029065132,-0.033762335777282715,0.006298702210187912,0.05623159557580948,-0.036364294588565826,0.011285781860351562,-0.013714667409658432,0.029454311355948448,0.01188418734818697
7,"['custom_name', 'spenti', 'custom_area']",custom_name,0.05555930733680725,-0.017808742821216583,-0.012534919194877148,0.005660756956785917,0.025209279730916023,0.02493000589311123,0.06747356802225113,0.029323285445570946,-0.0686517134308815,-0.02804824896156788,-0.017020268365740776,-0.029885223135352135,0.029184123501181602,0.09927583485841751,-0.03261418268084526,0.013930619694292545,0.045277878642082214,-0.015625646337866783,-0.015707604587078094,-0.030395450070500374,0.006127001252025366,0.02152208797633648,-0.028165580704808235,-0.0003770807234104723,0.012297620065510273,-0.02162393368780613,-0.056442081928253174,-0.026182373985648155,0.06872483342885971,5.665188655257225e-05,-0.03452558442950249,0.025388365611433983,-0.030092455446720123,-0.04127313569188118,0.010438419878482819,-0.027110522612929344,0.10795334726572037,0.13119067251682281,-0.06463552266359329,-0.08422062546014786,-0.0430242083966732,-0.032175853848457336,-0.017656253650784492,0.01726512797176838,0.0065563335083425045,-0.07134897261857986,-0.020968711003661156,0.056538403034210205,0.0017924904823303223,0.009192661382257938,0.017242850735783577,-0.0007009462569840252,-0.0032177746761590242,-0.005013902205973864,-0.0030410438776016235,0.01818406581878662,0.04579180106520653,-0.0343940407037735,-0.019906898960471153,0.03151695802807808,-0.0337611623108387,-0.052532244473695755,0.0026466890703886747,0.038345817476511,-0.06467566639184952,0.02949906326830387,-0.01643173024058342,0.028255945071578026,0.02014470472931862,-0.001181153580546379,-0.02825123630464077,0.009663102217018604,0.0032101308461278677,0.009671305306255817,-0.039321158081293106,-0.01622568443417549,-0.0178163331001997,0.014878214336931705,0.027964912354946136,0.03803570568561554,0.027486832812428474,-0.04733212664723396,0.008854066021740437,-0.03181968256831169,0.016330597922205925,-0.020051533356308937,0.04319649934768677,-0.03656937554478645,0.023241212591528893,0.016331296414136887,0.044793713837862015,0.013842292129993439,0.005200469866394997,-0.0005955256638117135,0.03774085268378258,-0.03524048998951912,0.03504585474729538,-0.024921955540776253,0.035889316350221634,0.001116948202252388
8,"['puoi', 'accendere', 'custom_name']",custom_name,0.09528589993715286,-0.07670585066080093,-0.07895871996879578,0.04991616681218147,-0.040084753185510635,0.08412488549947739,0.01955793984234333,0.03971313312649727,-0.04169685021042824,-0.05351312831044197,-0.01732410490512848,-0.007930365391075611,0.009661644697189331,0.00813960749655962,0.033748921006917953,0.03812609612941742,-0.05319105461239815,-0.005357660353183746,0.09179889410734177,-0.0014528861502185464,0.05722425505518913,0.06107466295361519,-0.07670637965202332,0.05050712451338768,0.027268201112747192,-0.039514411240816116,0.02775951661169529,0.00409252243116498,0.016214685514569283,0.021853407844901085,0.017716892063617706,0.058865781873464584,-0.03516839072108269,-0.019983232021331787,-0.03779729828238487,0.044951632618904114,0.08057335764169693,0.17042261362075806,-0.195376917719841,-0.05460508540272713,-0.050136271864175797,0.027432432398200035,-0.06535006314516068,-0.04260091856122017,-0.03809809312224388,-0.05694456025958061,0.012115036137402058,0.014636908657848835,-0.038696713745594025,0.015266194939613342,0.01232090312987566,0.01297296117991209,-0.017753880470991135,-0.013204212300479412,-0.02510618418455124,0.02892923541367054,0.03529135882854462,-0.000907224602997303,0.051957204937934875,-0.017577962949872017,-0.013422456569969654,-0.06284097582101822,0.036306191235780716,0.05735112726688385,-0.04263859987258911,0.0469483844935894,-0.008409809321165085,0.006680436432361603,-0.004922656808048487,-0.01986636035144329,0.034183669835329056,0.0011310064001008868,-0.0018228177214041352,0.030847474932670593,0.006071032956242561,-0.0009704738040454686,0.039820797741413116,0.002008374547585845,-0.0026374291628599167,0.010170568712055683,0.018388167023658752,-0.014671926386654377,-0.005624283570796251,-0.006933863740414381,0.0075316461734473705,-0.04634110629558563,-0.03328094258904457,-0.0038339681923389435,0.020032785832881927,0.044885147362947464,0.03439962863922119,0.002749597653746605,0.006368342787027359,0.03584180772304535,0.07723972201347351,0.013731468468904495,-0.014052974991500378,0.0358579158782959,-0.013985821045935154,-0.04003695771098137
9,"['puoi', 'dirmi', 'accesi', 'custom_name', 'custom_area']",custom_name,0.08755405247211456,-0.06724224239587784,-0.053325943648815155,0.04967428371310234,-0.03821217268705368,0.06580878049135208,0.04895131662487984,0.016861986368894577,-0.06408263742923737,-0.06365684419870377,-0.011920823715627193,-0.0619048997759819,-0.007552602328360081,0.033201299607753754,0.028056154027581215,0.06202966719865799,-0.03912331908941269,-0.03388694301247597,0.066769078373909,-0.00673277024179697,0.03847888112068176,0.056100498884916306,-0.04869585484266281,0.010202710516750813,0.00677028764039278,-0.04114959016442299,-0.021712331101298332,-0.034709278494119644,0.04099980741739273,0.027859171852469444,-0.009855885058641434,0.037569381296634674,-0.049202628433704376,-0.0439031645655632,-0.018903950229287148,0.006937578320503235,0.07936928421258926,0.2111271172761917,-0.1636854112148285,-0.0940278023481369,-0.032589368522167206,-0.02983015403151512,-0.020516810938715935,-0.024191902950406075,-0.02088363841176033,-0.08174601942300797,-0.006169977132230997,0.008126925677061081,-0.03948061540722847,0.012716121971607208,0.01414510328322649,0.034097250550985336,0.0008419910445809364,0.000521986570674926,-0.018229197710752487,0.0025902348570525646,0.030963506549596786,-0.001121116103604436,0.00952539499849081,0.009886479005217552,-0.009131933562457561,-0.07454278320074081,0.02878701128065586,0.049433641135692596,-0.08365646749734879,0.03930428996682167,0.002637424971908331,0.022894371300935745,0.0008942689746618271,-0.030550409108400345,-0.005683642812073231,0.008094231598079205,0.01731480471789837,0.016421351581811905,0.006086289882659912,-0.032661475241184235,-0.016516366973519325,0.008676959201693535,0.014201730489730835,0.017549563199281693,0.031295474618673325,-0.013535370118916035,-0.021994698792696,-0.00887005589902401,0.020650316029787064,-0.04398788511753082,-0.041518643498420715,-0.029450148344039917,0.010751377791166306,0.03331434726715088,0.04155950993299484,0.025284653529524803,0.0018033115193247795,0.024217087775468826,0.0989200547337532,-0.0001623770222067833,0.02721540629863739,0.0238814614713192,0.023347679525613785,-0.03576922044157982
